SNID,redshift_offset,offset_outlier
2009na,0.0010439999999999998,False
2009nq,-0.0012239999999999994,False
2010A,-0.0007989999999999976,False
2010ag,-4.600000000000437e-05,False
2010cr,0.0009779999999999997,False
2010dt,4.699999999999843e-05,False
2010dw,0.0005929999999999963,False
2010H,0.0008579999999999994,False
2010Y,0.00036699999999999927,False
PTF10bjs,0.0005360000000000018,False
1993ac,-5.2999999999997494e-05,False
1993ae,-0.001021000000000001,False
1994ae,0.0011229999999999999,False
1994M,0.001176,False
1994Q,-1.1000000000000593e-05,False
1994S,0.0009459999999999989,False
1994T,0.0010729999999999976,False
1995ac,-0.001237999999999996,False
1995ak,-0.0007500000000000007,False
1995al,0.0008809999999999998,False
1995bd,-0.00016699999999999875,False
1995D,0.0011200000000000003,False
1995E,8.800000000000127e-05,False
1996ab,0.0004829999999999973,False
1996ai,0.0007590000000000001,False
1996bk,0.00033299999999999996,False
1996bl,-0.0011889999999999956,False
1996bo,-0.0009750000000000002,False
1996bv,6.1000000000002025e-05,False
1996C,0.0005129999999999996,False
1996X,0.0010049999999999998,False
1996Z,0.0011089999999999997,False
1997bp,0.0011360000000000016,False
1997br,0.0010219999999999995,False
1997cn,0.0007980000000000001,False
1997cw,-0.0011849999999999986,False
1997dg,-0.001191000000000001,False
1997do,0.00035799999999999894,False
1997dt,-0.0012250000000000004,False
1997E,-1.1000000000000593e-05,False
1997Y,0.0005339999999999998,False
1998ab,0.0007500000000000007,False
1998bp,-0.0002699999999999994,False
1998co,-0.0010980000000000018,False
1998D,0.0006589999999999999,False
1998de,-0.0010759999999999988,False
1998dh,-0.0012429999999999993,False
1998dk,-0.0011909999999999994,False
1998dm,-0.0010030000000000004,False
1998dx,-0.00033600000000000296,False
1998ec,0.00022799999999999904,False
1998ef,-0.0010110000000000015,False
1998eg,-0.0012510000000000021,False
1998es,-0.0010039999999999997,False
1998V,-0.00040899999999999964,False
1999aa,0.0008179999999999993,False
1999ac,0.0003169999999999996,False
1999cc,0.0002020000000000008,False
1999cl,0.001083999999999999,False
1999cw,-0.0011589999999999986,False
1999dq,-0.0007890000000000015,False
1999ef,-0.0011410000000000031,False
1999ej,-0.0009530000000000007,False
1999ek,8.800000000000127e-05,False
1999gd,0.0008160000000000008,False
1999gh,0.0011230000000000007,False
1999gp,-0.0007209999999999994,False
1999X,0.0007430000000000006,False
2000B,0.0002610000000000008,False
2000ce,0.00019699999999999926,False
2000cf,3.100000000000325e-05,False
2000cn,-0.0002950000000000001,False
2000cx,-0.0010410000000000003,False
2000dk,-0.0010010000000000019,False
2000fa,0.0005310000000000002,False
ASASSN-14eu,0.0006850000000000016,False
ASASSN-14fa,-0.0005250000000000012,False
ASASSN-14kd,-0.0012580000000000022,False
ASASSN-14lw,-0.0006339999999999991,False
iPTF13dge,-4.60000000000009e-05,False
iPTF13ebh,-0.0007810000000000004,False
iPTF14atg,0.0009440000000000004,False
iPTF14bdn,0.0007760000000000006,False
LSQ11ot,7.000000000000062e-06,False
LSQ12gdj,-0.0010490000000000013,False
LSQ13crf,-0.0006549999999999959,False
LSQ13ddu,-0.0002730000000000024,False
LSQ13ry,0.0012289999999999975,False
PS1-14xw,9.30000000000028e-05,False
PTF09dnp,0.00026800000000000435,False
PTF10icb,0.00044500000000000095,False
2005df,4.000000000000531e-06,False
2006dm,-0.001228,False
2007cv,0.0011590000000000003,False
2007gi,0.0004330000000000002,False
2008dx,0.0009229999999999933,False
2008ec,-0.0012510000000000004,False
2008ge,-0.00011099999999999999,False
2009jb,-0.0001360000000000007,False
2010el,-3.300000000000004e-05,False
2010gn,-0.00012900000000000064,False
2010gp,9.30000000000028e-05,False
2010ih,0.0005779999999999995,False
2010jn,0.0009989999999999999,False
2010kg,-0.00018699999999999967,False
2010ko,0.00014899999999999983,False
2011aa,5.10000000000007e-05,False
2011ao,0.0009329999999999998,False
2011ay,0.00025199999999999875,False
2011B,6.100000000000029e-05,False
2011de,3.500000000000031e-05,False
2011dm,-0.0004800000000000004,False
2011dn,-0.000843,False
2011eh,0.0005249999999999994,False
2011gu,-0.001118000000000001,False
2011hb,-0.0012649999999999988,False
2011ia,0.00036599999999999827,False
2011im,-0.001235,False
2011iv,-0.0003049999999999997,False
2012fr,-0.00032200000000000024,False
2012hr,0.00031899999999999984,False
2012ij,0.0011260000000000003,False
2012V,-0.0005219999999999999,False
2012Z,-0.0005050000000000002,False
2013aa,0.0006679999999999993,False
2013ag,0.0009439999999999969,False
2013cg,0.0010699999999999998,False
2013cs,0.0010550000000000004,False
2013dh,0.00048299999999999906,False
2013E,0.001059000000000001,False
2013eh,0.00013900000000000023,False
2013eu,8.99999999999998e-05,False
2013fn,-0.0009849999999999998,False
2013fy,-0.000675000000000002,False
2013gs,0.0006679999999999985,False
2013hh,0.0011369999999999991,False
2013hn,0.0009060000000000006,False
2013Q,-0.0011450000000000002,False
2014at,-0.0006979999999999972,False
2014bv,0.0001460000000000003,False
2014cd,-4.000000000000184e-05,False
2014dg,-0.0002899999999999999,False
2014dt,0.0011580000000000002,False
2014eg,-0.0002920000000000006,False
2014ek,-0.0011450000000000002,False
2014I,0.00022099999999999898,False
2014R,0.00051,False
2015bp,0.0006370000000000004,False
2015F,0.00039599999999999965,False
2008J,-0.0007439999999999999,False
2008ha,-0.0012090000000000004,False
2009J,0.0002020000000000008,False
2010ae,0.00046999999999999993,False
2012ht,0.00113,False
2001bg,0.000771,False
2019np,0.0009789999999999998,False
1999bh,0.00046299999999999814,False
1999dg,0.0005719999999999996,False
2000cp,0.0002930000000000016,False
2000cu,-0.0005479999999999999,False
2000cw,-0.001169,False
2000dg,-0.001244000000000002,False
2000dm,-0.00039000000000000146,False
2000dn,-0.0012519999999999962,False
2000dr,-0.0010229999999999996,False
2001bp,0.00022099999999999898,False
2001br,-0.0004359999999999989,False
2001cj,0.0008240000000000018,False
2001ck,0.0005990000000000023,False
2001dl,-0.001118000000000001,False
2001E,0.0012400000000000015,False
2001ex,0.00018800000000000067,False
2002aw,3.900000000000084e-05,False
2002cf,0.001129999999999999,False
2002cs,-0.00046100000000000134,False
2002cu,-0.00035500000000000115,False
2002dl,-0.0010980000000000018,False
2002eb,-0.0011779999999999985,False
2002ef,-0.0011639999999999984,False
2002el,-0.0009440000000000004,False
2002jg,-0.0011300000000000008,False
2003gn,-0.001222999999999995,False
2003gq,-0.0011369999999999991,False
2003gs,-0.0008019999999999998,False
2003gt,-0.0009700000000000004,False
2003he,-0.0012210000000000033,False
2003hv,-0.000516,False
2003Y,0.0004299999999999998,False
2004at,0.000503,False
2004bd,0.000961,False
2004bk,0.0009930000000000008,False
2004br,0.001176,False
2004bv,-0.0007770000000000016,False
2004bw,0.0006679999999999985,False
2004E,0.0008359999999999999,False
2004fz,-0.0008609999999999972,False
2004S,0.000501999999999999,False
2005bc,0.00051,False
2005cc,0.0005880000000000008,False
2005de,-0.00031400000000000004,False
2005dm,-0.0008270000000000013,False
2008cl,7.899999999999574e-05,False
2008ei,-0.001118000000000001,False
SNF20071021-000,-0.0012040000000000002,False
SNF20080514-002,0.0009820000000000002,False
SNF20080909-030,-0.0012080000000000007,False
2017gup,-0.0005569999999999985,False
2017hoq,8.800000000000127e-05,False
2018enc,0.0006049999999999979,False
2018fop,-0.0010450000000000008,False
2018jjd,-0.0001349999999999997,False
ASASSN-16bn,-0.0006390000000000007,False
ASASSN-16es,0.001233999999999999,False
ASASSN-16hh,-0.0009099999999999976,False
ASASSN-16lc,-0.0003149999999999993,False
ASASSN-18da,-0.0004299999999999998,False
ASASSN-18iu,-0.00027900000000000147,False
2019ein,0.0006180000000000005,False
2021pit,-0.00021700000000000018,False
2021hpr,0.00019800000000000026,False
2015bo,0.0007980000000000001,False
722,-0.0012980000000000075,False
739,-0.0012119999999999909,False
744,-0.0013090000000000046,False
762,-0.0012879999999999836,False
774,-0.0010570000000000024,False
1032,-0.0007160000000000222,False
1112,-0.0015200000000000213,False
1119,-0.0014129999999999976,False
1166,-0.001576999999999995,False
1241,-0.0013099999999999917,False
1253,-0.0014120000000000243,False
1316,-0.0014530000000000098,False
1371,-0.00137000000000001,False
1580,-0.0007759999999999989,False
1688,-0.0014899999999999913,False
1794,-0.0012090000000000156,False
2017,-0.0014639999999999653,False
2030,-0.0012169999999999959,False
2031,-0.0011410000000000031,False
2102,-0.0010900000000000076,False
2165,-0.001377000000000017,False
2246,-0.0006779999999999842,False
2308,-0.0009709999999999996,False
2330,-0.0014069999999999916,False
2372,-0.0008739999999999859,False
2422,-0.0015060000000000073,False
2440,-0.0008430000000000104,False
2533,-0.0011920000000000264,False
2561,-0.0007169999999999954,False
2635,-0.0005900000000000072,False
2689,-0.0011319999999999941,False
2789,-0.001576999999999995,False
2916,-0.0011700000000000044,False
2943,-0.0013460000000000139,False
2992,-0.0005209999999999937,False
3080,-0.0012520000000000031,False
3087,-0.0011989999999999779,False
3199,-0.0014849999999999863,False
3256,-0.0012850000000000084,False
3317,-0.0011039999999999939,False
3377,-0.0006150000000000044,False
3451,-0.001488000000000017,False
3452,-0.001468999999999998,False
3592,-0.0011390000000000011,False
3901,-0.0011590000000000003,False
4000,-0.0011390000000000011,False
4046,-0.0015570000000000306,False
4241,-0.00148100000000001,False
4524,-0.0006970000000000032,False
4679,-0.001358999999999999,False
5103,-0.0013930000000000053,False
5183,-0.0007039999999999824,False
5350,-0.0010900000000000076,False
5391,-0.0006809999999999872,False
5395,-0.0006460000000000077,False
5533,-0.0014119999999999966,False
5549,-0.0013230000000000047,False
5550,-0.001363000000000003,False
5588,-0.001674999999999982,False
5635,-0.0013970000000000093,False
5717,-0.0013259999999999939,False
5736,-0.0012550000000000061,False
5737,-0.0013940000000000063,False
5751,-0.0012679999999999914,False
5844,-0.0015040000000000053,False
5944,-0.0009599999999999956,False
5957,-0.0010689999999999866,False
5966,-0.0014120000000000243,False
5994,-0.0011879999999999946,False
6057,-0.0005549999999999999,False
6100,-0.0015659999999999563,False
6108,-0.001497000000000026,False
6127,-0.0015499999999999958,False
6137,-0.0012220000000000009,False
6192,-0.0015610000000000346,False
6196,-0.0015410000000000146,False
6249,-0.0015249999999999986,False
6295,-0.0010690000000000005,False
6304,-0.0011410000000000031,False
6315,-0.0012360000000000149,False
6406,-0.0007209999999999994,False
6422,-0.0014490000000000058,False
6558,-0.0010709999999999956,False
6649,-0.0011120000000000019,False
6699,-0.0014500000000000068,False
6773,-0.0009800000000000086,False
6777,-0.0015379999999999838,False
6780,-0.0013880000000000003,False
6924,-0.0015999999999999903,False
6933,-0.001367000000000007,False
6936,-0.0013110000000000066,False
7017,-0.0011240000000000139,False
7143,-0.001595000000000013,False
7147,-0.001356999999999997,False
7243,-0.0013890000000000013,False
7473,-0.0014280000000000126,False
7475,-0.001548999999999967,False
7512,-0.0006480000000000097,False
7779,-0.001336999999999977,False
7847,-0.0010559999999999736,False
7876,-0.0011269999999999891,False
8030,-0.0010670000000000401,False
8046,-0.0009650000000000492,False
8151,-0.0011680000000000006,False
8213,-0.0014280000000000126,False
8495,-0.0014490000000000058,False
8598,-0.0009590000000000432,False
8719,-0.0012840000000000074,False
8921,-0.0012919999999999876,False
9032,-0.0015100000000000113,False
9045,-0.0016999999999999793,False
9207,-0.001409000000000049,False
9457,-0.0015069999999999806,False
9467,-0.0014160000000000006,False
10096,-0.0009860000000000008,False
10434,-0.0012820000000000054,False
10449,-0.0014889999999999903,False
10550,-0.001587000000000005,False
10805,-0.0012769999999999934,False
11067,-0.0009549999999999975,False
11206,-0.0016349999999999976,False
11300,-0.0013139999999999818,False
11452,-0.001477000000000006,False
11557,-0.0010290000000000021,False
11650,-0.001373000000000013,False
11864,-0.0012400000000000189,False
12136,-0.0016490000000000116,False
12779,-0.0010399999999999993,False
12780,-0.0011610000000000023,False
12781,-0.0012609999999999982,False
12841,-0.001413000000000053,False
12843,-0.0013020000000000254,False
12851,-0.0015249999999999986,False
12853,-0.0012280000000000069,False
12855,-0.0013679999999999803,False
12856,-0.0013869999999999993,False
12860,-0.0012559999999999932,False
12869,-0.001466999999999996,False
12881,-0.0014009999999999856,False
12883,-0.0013079999999999758,False
12897,-0.001072,False
12898,-0.0010310000000000041,False
12907,-0.0011680000000000024,False
12927,-0.0008589999999999987,False
12928,-0.0010199999999999931,False
12930,-0.0011029999999999929,False
12950,-0.0013190000000000007,False
12971,-0.0014300000000000146,False
12972,-0.001446999999999976,False
12977,-0.0013729999999999853,False
12983,-0.0013599999999999723,False
13005,-0.0010610000000000064,False
13025,-0.0014909999999999923,False
13038,-0.001355000000000009,False
13044,-0.0013309999999999989,False
13045,-0.0014440000000000008,False
13070,-0.0014419999999999988,False
13072,-0.001467999999999997,False
13099,-0.0015109999999999846,False
13135,-0.0012960000000000055,False
13136,-0.001593000000000011,False
13152,-0.0013910000000000033,False
13254,-0.0008429999999999827,False
