SNID,zhel,zcmb,zHD,PV,has_host,in_group,redshift_diff,abs_PV,z_relative_error,host_status,group_status
18604,0.176261,0.174831,0.17498,-38,1,0,-0.0014300000000000146,38,0.00013048830994944995,With Host,Not in Group
18612,0.114892,0.113648,0.11388,-62,1,0,-0.0012439999999999951,62,0.000174076524039968,With Host,Not in Group
18617,0.327322,0.325696,0.3258,-24,1,0,-0.0016260000000000163,24,0.00018941592682435033,With Host,Not in Group
18650,0.113713,0.112427,0.11259,-45,1,0,-0.0012859999999999955,45,0.0002374398705513002,With Host,Not in Group
18697,0.107623,0.106382,0.10661,-62,1,0,-0.0012409999999999921,62,9.291694154595209e-05,With Host,Not in Group
18721,0.402936,0.40128,0.40138,-21,1,0,-0.0016559999999999908,21,0.00019109734548414635,With Host,Not in Group
18740,0.154411,0.153173,0.15336,-49,1,0,-0.0012379999999999891,49,0.00016838178627170343,With Host,Not in Group
18749,0.190638,0.189313,0.18948,-41,1,0,-0.0013249999999999929,41,0.00017310294904478645,With Host,Not in Group
18751,0.071026,0.069777,0.07009,-88,1,0,-0.0012490000000000001,88,0.0003097457269169036,With Host,Not in Group
18768,0.2002,0.198917,0.19908,-40,1,0,-0.0012829999999999786,40,0.024975024975024976,With Host,Not in Group
18782,0.367322,0.366282,0.36637,-20,1,0,-0.0010399999999999854,20,7.350499017211057e-05,With Host,Not in Group
18787,0.190228,0.189147,0.18929,-37,1,0,-0.0010809999999999986,37,0.00028386988245684123,With Host,Not in Group
18804,0.198426,0.197263,0.19741,-37,1,0,-0.0011629999999999974,37,0.0003074193906040539,With Host,Not in Group
18807,0.1879,0.187145,0.18728,-34,1,0,-0.0007550000000000057,34,0.0026609898882384245,With Host,Not in Group
18809,0.132159,0.131529,0.13169,-43,1,0,-0.0006299999999999917,43,0.0001967327234618906,With Host,Not in Group
18835,0.123186,0.122623,0.12278,-43,1,0,-0.0005630000000000079,43,0.0002841231958177065,With Host,Not in Group
18839,0.554,0.552732,0.55281,-15,1,0,-0.0012680000000000469,15,0.0009025270758122743,With Host,Not in Group
18855,0.127831,0.127157,0.12732,-44,1,0,-0.0006740000000000079,44,0.00010951960009700307,With Host,Not in Group
18890,0.066492,0.065349,0.0659,-155,1,0,-0.0011429999999999912,155,0.00022559104854719367,With Host,Not in Group
18927,0.2129,0.212135,0.21225,-29,1,0,-0.0007650000000000157,29,0.0023485204321277596,With Host,Not in Group
18940,0.212362,0.21099,0.21114,-37,1,0,-0.0013719999999999843,37,0.00016481291379813714,With Host,Not in Group
18945,0.2633,0.261873,0.262,-30,1,0,-0.001426999999999956,30,0.00189897455374098,With Host,Not in Group
18965,0.205871,0.204538,0.20469,-39,1,0,-0.0013330000000000009,39,0.0001408649105507818,With Host,Not in Group
19002,0.270999,0.270104,0.27021,-25,1,0,-0.0008949999999999791,25,0.00017343237428920402,With Host,Not in Group
19003,0.05991,0.058774,0.05891,-39,1,0,-0.0011359999999999981,39,0.0005842096478050409,With Host,Not in Group
19008,0.2322,0.230753,0.23086,-25,1,0,-0.001446999999999976,25,0.002153316106804479,With Host,Not in Group
19023,0.2452,0.244045,0.2441,-14,0,0,-0.0011549999999999894,14,0.020391517128874388,No Host,Not in Group
19025,0.4082,0.406698,0.40676,-13,0,0,-0.0015020000000000033,13,0.01224889759921607,No Host,Not in Group
19027,0.292633,0.291138,0.29123,-21,1,0,-0.0014949999999999686,21,4.442424470240882e-05,With Host,Not in Group
19029,0.319584,0.318044,0.31813,-20,1,0,-0.0015399999999999858,20,0.00010638830479623511,With Host,Not in Group
19033,0.4047,0.403235,0.40329,-12,1,0,-0.001464999999999994,12,0.001235483073881888,With Host,Not in Group
19051,0.277751,0.276189,0.27631,-28,1,0,-0.0015620000000000078,28,0.00011881145342411008,With Host,Not in Group
19070,0.470359,0.468613,0.46869,-16,1,0,-0.0017460000000000253,16,0.00021898167144670345,With Host,Not in Group
19101,0.202,0.200619,0.20077,-38,1,0,-0.001381000000000021,38,0.0024752475247524753,With Host,Not in Group
19128,0.2892,0.287635,0.28775,-26,0,0,-0.0015650000000000386,26,0.017289073305670817,No Host,Not in Group
19149,0.211305,0.210233,0.21037,-34,1,0,-0.0010719999999999896,34,5.678994817917229e-05,With Host,Not in Group
19155,0.077603,0.076645,0.07692,-77,1,0,-0.0009580000000000005,77,0.00018040539669858123,With Host,Not in Group
19174,0.1647,0.163571,0.16375,-45,1,0,-0.0011290000000000189,45,0.0030358227079538553,With Host,Not in Group
19207,0.2587,0.257211,0.25731,-24,1,0,-0.0014889999999999626,24,0.001932740626207963,With Host,Not in Group
19211,0.4199,0.418472,0.41852,-11,1,0,-0.0014279999999999848,11,0.0011907597046915933,With Host,Not in Group
19230,0.2215,0.220053,0.22017,-29,1,0,-0.0014470000000000038,29,0.002257336343115124,With Host,Not in Group
19282,0.1738,0.172393,0.17256,-42,0,0,-0.0014070000000000193,42,0.00287686996547756,No Host,Not in Group
19341,0.236763,0.235426,0.23557,-34,1,0,-0.0013370000000000049,34,0.00020273437994956984,With Host,Not in Group
19353,0.154056,0.153251,0.15341,-41,1,0,-0.0008050000000000002,41,9.087604507451835e-05,With Host,Not in Group
19381,0.2128,0.212109,0.21223,-30,1,0,-0.0006909999999999972,30,0.0023496240601503762,With Host,Not in Group
19543,0.1252,0.123844,0.12405,-56,1,0,-0.00135600000000001,56,0.039936102236421724,With Host,Not in Group
19596,0.291,0.290357,0.29045,-21,1,0,-0.0006430000000000047,21,0.0017182130584192442,With Host,Not in Group
19604,0.2982,0.296682,0.2968,-28,1,0,-0.0015180000000000193,28,0.016767270288397047,With Host,Not in Group
19616,0.165485,0.164554,0.16471,-41,1,0,-0.0009309999999999874,41,4.834275009819621e-05,With Host,Not in Group
19626,0.113209,0.112302,0.1125,-54,1,0,-0.000907000000000005,54,0.00013249829960515507,With Host,Not in Group
19632,0.31475,0.313769,0.31387,-23,1,0,-0.0009809999999999541,23,0.00023828435266084195,With Host,Not in Group
19658,0.2,0.198631,0.19878,-38,1,0,-0.001369000000000009,38,0.0025,With Host,Not in Group
19702,0.2624,0.261625,0.26173,-25,1,0,-0.0007750000000000257,25,0.0019054878048780487,With Host,Not in Group
19757,0.4052,0.403477,0.40357,-21,1,0,-0.00172300000000003,21,0.012339585389930898,With Host,Not in Group
19775,0.138092,0.13687,0.137,-33,1,0,-0.0012220000000000009,33,0.00018828027691683805,With Host,Not in Group
19794,0.297235,0.295679,0.2958,-27,1,0,-0.0015560000000000018,27,0.00015139536057328377,With Host,Not in Group
19818,0.305031,0.303949,0.30406,-25,1,0,-0.0010819999999999719,25,3.9340263776468623e-05,With Host,Not in Group
19899,0.0914,0.090074,0.0903,-61,1,0,-0.0013259999999999939,61,0.005470459518599563,With Host,Not in Group
19913,0.2038,0.202372,0.20249,-30,1,0,-0.0014280000000000126,30,0.0024533856722276743,With Host,Not in Group
19940,0.1571,0.155906,0.15601,-26,0,0,-0.0011940000000000006,26,0.005092297899427117,No Host,Not in Group
19953,0.123228,0.121898,0.12207,-46,1,0,-0.0013299999999999979,46,0.00014607069821793748,With Host,Not in Group
19968,0.055939,0.054902,0.05563,-208,1,0,-0.0010370000000000032,208,0.00028602584958615634,With Host,Not in Group
19969,0.175317,0.174285,0.17444,-40,1,0,-0.0010320000000000051,40,5.703953410108547e-05,With Host,Not in Group
19990,0.249877,0.248835,0.24896,-29,1,0,-0.0010419999999999874,29,0.0002481220760614222,With Host,Not in Group
19992,0.2278,0.226321,0.22645,-32,1,0,-0.001479000000000008,32,0.0021949078138718174,With Host,Not in Group
20039,0.246809,0.245392,0.24553,-33,1,0,-0.0014170000000000016,33,0.000230947817948292,With Host,Not in Group
20040,0.288049,0.286556,0.28665,-22,1,0,-0.001493000000000022,22,0.000329804998455124,With Host,Not in Group
20048,0.185316,0.183879,0.18402,-36,1,0,-0.0014370000000000216,36,0.0001942627727773101,With Host,Not in Group
20051,0.235152,0.23371,0.23382,-27,1,0,-0.0014419999999999988,27,4.252568551405049e-05,With Host,Not in Group
20064,0.10484,0.103515,0.10374,-62,1,0,-0.0013250000000000067,62,0.00017169019458222054,With Host,Not in Group
20084,0.139729,0.138336,0.13851,-47,1,0,-0.0013930000000000053,47,5.725368391672452e-05,With Host,Not in Group
20088,0.244533,0.243155,0.24329,-33,1,0,-0.0013779999999999903,33,0.0001349511108930083,With Host,Not in Group
20106,0.333,0.331368,0.33147,-23,1,0,-0.0016320000000000223,23,0.0015015015015015015,With Host,Not in Group
20111,0.244187,0.242674,0.2428,-32,1,0,-0.0015129999999999866,32,0.0002498085483666207,With Host,Not in Group
20142,0.3139,0.312587,0.3127,-26,1,0,-0.0013130000000000086,26,0.0015928639694170119,With Host,Not in Group
20144,0.2215,0.220148,0.22025,-24,1,0,-0.001351999999999992,24,0.002257336343115124,With Host,Not in Group
20184,0.324,0.322411,0.32253,-26,1,0,-0.001589000000000007,26,0.0015432098765432098,With Host,Not in Group
20186,0.3512,0.349566,0.34967,-24,1,0,-0.0016340000000000243,24,0.0014236902050113894,With Host,Not in Group
20208,0.043357,0.04245,0.04328,-238,1,0,-0.0009069999999999981,238,0.0011301519939110178,With Host,Not in Group
20227,0.277301,0.275739,0.27585,-27,1,0,-0.0015620000000000078,27,0.00022718994882816866,With Host,Not in Group
20245,0.288806,0.287236,0.28734,-25,1,0,-0.0015700000000000158,25,0.00010387595825571491,With Host,Not in Group
20345,0.2622,0.260776,0.26091,-31,0,0,-0.0014239999999999808,31,0.001906941266209001,No Host,Not in Group
20350,0.12939,0.128261,0.12836,-27,1,0,-0.0011290000000000189,27,0.00023185717597959656,With Host,Not in Group
20364,0.218458,0.217285,0.21742,-34,1,0,-0.0011730000000000074,34,8.239570077543509e-05,With Host,Not in Group
20376,0.20961,0.20831,0.2084,-22,1,0,-0.0012999999999999956,22,0.003840465626639951,With Host,Not in Group
20430,0.1671,0.165934,0.16603,-24,1,0,-0.0011660000000000004,24,0.0029922202274087375,With Host,Not in Group
20432,0.3052,0.303844,0.30391,-16,1,0,-0.0013560000000000239,16,0.0163826998689384,With Host,Not in Group
20470,0.1314,0.130807,0.13097,-42,1,0,-0.0005929999999999824,42,0.0038051750380517506,With Host,Not in Group
20528,0.135691,0.134903,0.13507,-43,1,0,-0.0007880000000000109,43,0.00018424213838795497,With Host,Not in Group
20533,0.3042,0.303516,0.3036,-20,1,0,-0.0006840000000000179,20,0.0016436554898093358,With Host,Not in Group
20575,0.198704,0.197349,0.19746,-27,1,0,-0.001354999999999995,27,0.00012581528303406072,With Host,Not in Group
20581,0.204807,0.203356,0.20348,-32,1,0,-0.00145099999999998,32,5.8591747352385424e-05,With Host,Not in Group
20625,0.108128,0.106839,0.10707,-62,1,0,-0.0012889999999999985,62,0.00014797277300976618,With Host,Not in Group
20687,0.191536,0.190256,0.19042,-41,1,0,-0.0012800000000000034,41,0.00011486091387519838,With Host,Not in Group
20764,0.165901,0.164781,0.16495,-44,1,0,-0.0011199999999999821,44,0.00012658151548212488,With Host,Not in Group
20768,0.23826,0.237347,0.23746,-28,1,0,-0.0009129999999999971,28,0.00042810375220347517,With Host,Not in Group
20821,0.1959,0.195343,0.19546,-29,1,0,-0.0005570000000000019,29,0.0025523226135783566,With Host,Not in Group
20829,0.304931,0.303354,0.30346,-24,1,0,-0.001576999999999995,24,0.000150853799712066,With Host,Not in Group
20834,0.190895,0.189606,0.18976,-39,1,0,-0.0012890000000000124,39,0.00017810838419026165,With Host,Not in Group
20862,0.266065,0.26455,0.26467,-29,1,0,-0.0015149999999999886,29,0.0002668520850168192,With Host,Not in Group
20889,0.20939,0.208753,0.20887,-28,1,0,-0.0006369999999999987,28,0.0003677348488466498,With Host,Not in Group
20934,0.3042,0.303121,0.30323,-25,0,0,-0.0010790000000000521,25,0.01643655489809336,No Host,Not in Group
20978,0.3248,0.323707,0.32381,-23,1,0,-0.0010929999999999551,23,0.001539408866995074,With Host,Not in Group
21006,0.2932,0.292411,0.29251,-22,0,0,-0.0007890000000000397,22,0.017053206002728513,No Host,Not in Group
21033,0.2312,0.230061,0.2302,-33,1,0,-0.0011390000000000011,33,0.021626297577854673,With Host,Not in Group
21034,0.108547,0.107509,0.10774,-63,1,0,-0.0010380000000000111,63,7.370079320478686e-05,With Host,Not in Group
21042,0.3109,0.309549,0.30962,-16,1,0,-0.001350999999999991,16,0.0016082341588935349,With Host,Not in Group
21062,0.138642,0.137291,0.13745,-42,1,0,-0.001350999999999991,42,0.00011540514418430201,With Host,Not in Group
21422,0.2692,0.267796,0.26793,-31,1,0,-0.0014040000000000163,31,0.018573551263001486,With Host,Not in Group
21455,0.268693,0.267612,0.26773,-28,1,0,-0.0010809999999999986,28,0.0001302601854160696,With Host,Not in Group
21502,0.089163,0.08784,0.08809,-68,1,0,-0.0013230000000000047,68,0.00025795453270975626,With Host,Not in Group
21510,0.149566,0.148238,0.14843,-50,1,0,-0.0013279999999999959,50,0.00019389433427383228,With Host,Not in Group
21669,0.124071,0.122816,0.12302,-55,1,0,-0.0012550000000000061,55,0.00021761733201150954,With Host,Not in Group
21810,0.1781,0.176703,0.17684,-35,1,0,-0.0013970000000000093,35,0.002807411566535654,With Host,Not in Group
21814,0.101906,0.100561,0.10078,-61,1,0,-0.001344999999999999,61,0.00018644633289502093,With Host,Not in Group
21839,0.09272,0.091557,0.09171,-41,1,0,-0.0011629999999999974,41,0.0007226056945642797,With Host,Not in Group
21861,0.187342,0.185893,0.18604,-37,1,0,-0.0014490000000000058,37,0.00015479710903054306,With Host,Not in Group
22075,0.130028,0.128999,0.1292,-54,1,0,-0.0010290000000000021,54,0.00013843172239825268,With Host,Not in Group
22182,0.0742,0.073029,0.07322,-55,0,0,-0.0011710000000000054,55,0.0673854447439353,No Host,Not in Group
22284,0.1375,0.136152,0.13631,-41,1,0,-0.0013480000000000159,41,0.004363636363636363,With Host,Not in Group
2016afk,0.045605,0.046773,0.04738,-172,1,0,0.0011680000000000024,172,0.00015349194167306216,With Host,Not in Group
2016W,0.019253,0.018554,0.01995,-411,1,0,-0.0006989999999999982,411,0.0034799771464187404,With Host,Not in Group
ASASSN-15bc,0.036715,0.036388,0.03753,-330,1,0,-0.0003270000000000009,330,0.002641971946071088,With Host,Not in Group
ASASSN-15bm,0.020432,0.021094,0.02024,249,1,0,0.0006620000000000029,249,0.005041111981205952,With Host,Not in Group
ASASSN-15fa,0.027345,0.027212,0.02741,-58,1,0,-0.00013300000000000117,58,0.00025598829767782045,With Host,Not in Group
ASASSN-15fs,0.02902,0.028501,0.02917,-196,1,0,-0.0005190000000000021,196,0.0016195727084769124,With Host,Not in Group
ASASSN-15ga,0.006605,0.007633,0.00774,-30,1,0,0.0010280000000000003,30,0.0013626040878122634,With Host,Not in Group
ASASSN-15go,0.018923,0.019277,0.01891,107,1,0,0.00035400000000000015,107,0.007926861491306876,With Host,Not in Group
ASASSN-15hg,0.029917,0.031068,0.03143,-105,1,0,0.0011509999999999992,105,0.0003342581141157202,With Host,Not in Group
ASASSN-15hy,0.01793,0.017056,0.01723,-51,1,0,-0.0008739999999999998,51,0.012269938650306747,With Host,Not in Group
ASASSN-15il,0.023316,0.023738,0.02295,232,1,0,0.00042199999999999876,232,0.006433350488934637,With Host,Not in Group
ASASSN-15jl,0.034682,0.034926,0.03512,-56,1,0,0.00024400000000000116,56,0.00028833400611268095,With Host,Not in Group
ASASSN-15jt,0.023063,0.023959,0.0239,17,1,0,0.000896000000000001,17,0.0004335949356111521,With Host,Not in Group
ASASSN-15kx,0.018019,0.016966,0.0172,-70,1,0,-0.0010530000000000019,70,0.004606248959431711,With Host,Not in Group
ASASSN-15la,0.027821,0.028449,0.02902,-167,1,0,0.0006280000000000001,167,0.0002875525682038748,With Host,Not in Group
ASASSN-15lg,0.020151,0.02121,0.02044,225,1,0,0.001059000000000001,225,0.0004466279589102278,With Host,Not in Group
ASASSN-15lu,0.035054,0.03577,0.03635,-168,1,0,0.0007160000000000014,168,0.00025674673361100015,With Host,Not in Group
ASASSN-15mf,0.026039,0.026906,0.02695,-14,1,0,0.0008669999999999997,14,0.00030723146050155533,With Host,Not in Group
ASASSN-15mg,0.042778,0.043071,0.04408,-290,1,0,0.0002930000000000016,290,0.000280518023282996,With Host,Not in Group
ASASSN-15mi,0.034422,0.035012,0.03585,-242,1,0,0.0005900000000000002,242,0.0001452559409679856,With Host,Not in Group
ASASSN-15np,0.037683,0.038317,0.03884,-150,1,0,0.0006339999999999957,150,0.0011941724385001195,With Host,Not in Group
ASASSN-15nq,0.03036,0.030247,0.03023,4,1,0,-0.00011300000000000199,4,0.0003952569169960474,With Host,Not in Group
ASASSN-15nr,0.023206,0.023087,0.02344,-102,1,0,-0.00011900000000000105,102,0.007885891579763854,With Host,Not in Group
ASASSN-15od,0.017603,0.016784,0.01698,-57,1,0,-0.0008190000000000003,57,0.0007385104811679827,With Host,Not in Group
ASASSN-15oh,0.016835,0.01579,0.01587,-25,1,0,-0.0010450000000000008,25,0.006355806355806356,With Host,Not in Group
ASASSN-15pm,0.048784,0.047773,0.04837,-170,1,0,-0.001010999999999998,170,0.003074778615939652,With Host,Not in Group
ASASSN-15pn,0.038358,0.038003,0.03909,-314,1,0,-0.00035500000000000115,314,0.00013035090463527817,With Host,Not in Group
ASASSN-15pr,0.033093,0.031893,0.03264,-218,1,0,-0.0011999999999999997,218,0.004532680627322999,With Host,Not in Group
ASASSN-15py,0.044735,0.045485,0.04573,-71,1,0,0.0007500000000000007,71,0.00024589247792556164,With Host,Not in Group
ASASSN-15sb,0.022712,0.023012,0.02281,59,1,0,0.00030000000000000165,59,0.006604438182458611,With Host,Not in Group
ASASSN-15sf,0.02468,0.023494,0.02432,-242,1,0,-0.0011859999999999996,242,0.04051863857374392,With Host,Not in Group
ASASSN-15so,0.007022,0.00773,0.00857,-249,1,0,0.0007080000000000003,249,0.0015665052691540872,With Host,Not in Group
ASASSN-15ss,0.035558,0.035921,0.03599,-20,1,0,0.0003630000000000022,20,0.0032903987850835255,With Host,Not in Group
ASASSN-15tg,0.035615,0.034454,0.03529,-241,1,0,-0.0011610000000000023,241,0.0016004492489119753,With Host,Not in Group
ASASSN-15ti,0.01732,0.016713,0.01692,-61,1,0,-0.0006069999999999999,61,0.0031755196304849888,With Host,Not in Group
ASASSN-15tz,0.022862,0.022204,0.02365,-424,1,0,-0.0006579999999999989,424,0.0013122211530049864,With Host,Not in Group
ASASSN-15uu,0.026779,0.025789,0.02632,-154,1,0,-0.0009900000000000013,154,0.0002613988573135666,With Host,Not in Group
ASASSN-15uv,0.020279,0.021042,0.02153,-143,1,0,0.0007630000000000033,143,0.0008383056363726023,With Host,Not in Group
ASASSN-15uw,0.030811,0.030039,0.03076,-209,1,0,-0.0007720000000000019,209,0.004868391159001654,With Host,Not in Group
ASASSN-16ad,0.016131,0.015222,0.01529,-21,1,0,-0.0009090000000000001,21,0.0007439092430723452,With Host,Not in Group
ASASSN-16aj,0.030745,0.030527,0.02953,290,1,0,-0.00021800000000000291,290,0.002699625955439909,With Host,Not in Group
ASASSN-16av,0.025668,0.026757,0.02773,-284,1,0,0.0010889999999999997,284,0.002610254012778557,With Host,Not in Group
ASASSN-16ay,0.028343,0.028953,0.02938,-125,1,0,0.0006099999999999994,125,0.00045866704300885576,With Host,Not in Group
ASASSN-16bc,0.031939,0.03314,0.03298,45,1,0,0.0012010000000000007,45,0.004696452612793136,With Host,Not in Group
ASASSN-16bq,0.024935,0.025818,0.02534,141,1,0,0.0008830000000000018,141,0.00040104271104872673,With Host,Not in Group
ASASSN-16br,0.02852,0.029004,0.02956,-162,1,0,0.0004839999999999983,162,0.005259467040673212,With Host,Not in Group
ASASSN-16ch,0.026683,0.027696,0.02889,-349,1,0,0.001013,349,0.00029981636247798226,With Host,Not in Group
ASASSN-16ci,0.012725,0.012189,0.01118,299,1,0,-0.000536,299,0.0022003929273084477,With Host,Not in Group
ASASSN-16cs,0.018019,0.018389,0.01905,-195,1,0,0.0003699999999999988,195,0.0008324546312225983,With Host,Not in Group
ASASSN-16ct,0.04191,0.042521,0.04306,-156,1,0,0.0006110000000000004,156,0.0008589835361488905,With Host,Not in Group
ASASSN-16cy,0.034799,0.03514,0.03587,-211,1,0,0.000341000000000001,211,0.0002298916635535504,With Host,Not in Group
ASASSN-16db,0.034864,0.03589,0.0373,-409,1,0,0.0010259999999999991,409,0.0002007801743919229,With Host,Not in Group
ASASSN-16dn,0.01285,0.014061,0.01411,-13,1,0,0.0012110000000000003,13,0.007782101167315175,With Host,Not in Group
ASASSN-16dw,0.034657,0.03565,0.03437,372,1,0,0.0009930000000000008,372,0.004328129959315578,With Host,Not in Group
ASASSN-16ej,0.028016,0.027426,0.02806,-185,1,0,-0.0005900000000000002,185,0.0027484294688749286,With Host,Not in Group
ASASSN-16em,0.02302,0.022962,0.0239,-275,1,0,-5.7999999999999025e-05,275,0.003909643788010426,With Host,Not in Group
ASASSN-16et,0.024905,0.025453,0.02577,-92,1,0,0.0005479999999999999,92,0.0002810680586227665,With Host,Not in Group
ASASSN-16ex,0.041376,0.041311,0.04211,-229,1,0,-6.500000000000256e-05,229,0.0003383604021655065,With Host,Not in Group
ASASSN-16fo,0.0289,0.029938,0.03036,-122,1,0,0.0010380000000000007,122,0.007370242214532872,With Host,Not in Group
ASASSN-16fs,0.029205,0.029901,0.02944,135,1,0,0.0006960000000000022,135,0.00034240712206813905,With Host,Not in Group
ASASSN-16hc,0.050934,0.05165,0.05151,41,1,0,0.0007160000000000014,41,0.0002159657596104763,With Host,Not in Group
ASASSN-16hr,0.030858,0.0298,0.03083,-300,1,0,-0.001058,300,0.0002592520578132089,With Host,Not in Group
ASASSN-16hz,0.025308,0.024058,0.02466,-176,1,0,-0.0012500000000000011,176,0.0059269796111901365,With Host,Not in Group
ASASSN-16ip,0.017008,0.016324,0.01678,-135,1,0,-0.0006839999999999971,135,0.00587958607714017,With Host,Not in Group
ASASSN-16jf,0.011441,0.010398,0.01096,-167,1,0,-0.0010430000000000005,167,0.0011362643125600908,With Host,Not in Group
ASASSN-16la,0.015054,0.01424,0.01424,-1,1,0,-0.0008140000000000005,1,0.0025906735751295338,With Host,Not in Group
ASASSN-16lg,0.021171,0.020933,0.02116,-67,1,0,-0.00023799999999999863,67,0.005337489962684805,With Host,Not in Group
ASASSN-16oz,0.031,0.032069,0.03192,43,1,0,0.0010690000000000005,43,0.06451612903225806,With Host,Not in Group
ASASSN-17aj,0.021275,0.022528,0.02255,-7,1,0,0.0012530000000000006,7,0.005029377203290247,With Host,Not in Group
ASASSN-17at,0.02537,0.026431,0.02713,-204,1,0,0.0010609999999999994,204,0.00035474970437524635,With Host,Not in Group
ASASSN-17bd,0.03445,0.034794,0.03387,268,1,0,0.0003439999999999971,268,0.0002902757619738752,With Host,Not in Group
ASASSN-17bs,0.020397,0.020135,0.02056,-125,1,0,-0.00026199999999999835,125,0.0009805363533853019,With Host,Not in Group
ASASSN-17co,0.018259,0.017914,0.01826,-103,1,0,-0.00034500000000000156,103,0.008215126786790075,With Host,Not in Group
ASASSN-17eb,0.049239,0.049695,0.05044,-214,1,0,0.000456000000000005,214,0.00024370925485895327,With Host,Not in Group
ASASSN-17fd,0.025935,0.026409,0.02552,260,1,0,0.00047399999999999873,260,0.0003470213996529786,With Host,Not in Group
AT2016aj,0.067406,0.067313,0.06725,17,1,0,-9.299999999999586e-05,17,0.0006824318309942736,With Host,Not in Group
AT2016blg,0.061081,0.062164,0.0621,19,1,0,0.0010829999999999937,19,0.0019154892683485862,With Host,Not in Group
AT2016bln,0.023303,0.024252,0.02429,-12,1,0,0.0009489999999999985,12,0.0011586491009741235,With Host,Not in Group
AT2016cor,0.049543,0.049955,0.05066,-202,1,0,0.00041200000000000264,202,0.0006660880447288216,With Host,Not in Group
AT2016cvv,0.044571,0.044044,0.04438,-97,1,0,-0.0005269999999999997,97,0.008974445267101928,With Host,Not in Group
AT2016cvw,0.038877,0.037606,0.03787,-75,1,0,-0.0012710000000000013,75,0.0023921598888803144,With Host,Not in Group
AT2016cyt,0.03074,0.02965,0.03059,-275,1,0,-0.0010900000000000007,275,0.002927781392322707,With Host,Not in Group
AT2016eoa,0.021087,0.019928,0.02106,-332,1,0,-0.0011590000000000003,332,0.003177313036467966,With Host,Not in Group
AT2016ews,0.045553,0.046117,0.04631,-54,1,0,0.0005639999999999951,54,0.00017561960792922528,With Host,Not in Group
AT2016fbk,0.035865,0.034955,0.03576,-233,1,0,-0.0009100000000000011,233,0.00033458803847762444,With Host,Not in Group
AT2016ghq,0.021401,0.021019,0.02131,-84,1,0,-0.0003820000000000004,84,0.010279893462922294,With Host,Not in Group
AT2016gky,0.005087,0.004099,0.00544,-401,1,0,-0.0009880000000000002,401,0.000982897582071948,With Host,Not in Group
AT2016gmg,0.049437,0.048392,0.04865,-73,1,0,-0.0010450000000000043,73,0.002164370815381192,With Host,Not in Group
AT2016gsu,0.076419,0.075289,0.07575,-130,1,0,-0.001130000000000006,130,0.0007197163009199283,With Host,Not in Group
AT2016hnk,0.015942,0.015098,0.01499,32,1,0,-0.000844000000000001,32,0.000439091707439468,With Host,Not in Group
AT2016hns,0.03817,0.03704,0.0374,-105,1,0,-0.001130000000000006,105,0.0015719151165837044,With Host,Not in Group
AT2016htm,0.043313,0.042653,0.04289,-67,1,0,-0.0006599999999999939,67,0.0034631634844042203,With Host,Not in Group
AT2016htn,0.053117,0.052289,0.05222,21,1,0,-0.0008279999999999954,21,0.0028239546661144267,With Host,Not in Group
AT2017cfb,0.022904,0.023816,0.02266,339,1,0,0.0009119999999999996,339,0.0006112469437652812,With Host,Not in Group
AT2017cfc,0.024027,0.024988,0.02512,-39,1,0,0.000961,39,0.0067840346277104925,With Host,Not in Group
AT2017cfd,0.012085,0.012218,0.01304,-245,1,0,0.00013299999999999944,245,0.013487794786925942,With Host,Not in Group
AT2017dfq,0.021374,0.022572,0.02264,-20,1,0,0.0011979999999999977,20,0.0004678581454103116,With Host,Not in Group
AT2017lm,0.030636,0.030023,0.03031,-83,1,0,-0.000612999999999999,83,0.002089045567306437,With Host,Not in Group
AT2017ns,0.028766,0.028019,0.02849,-138,1,0,-0.0007470000000000011,138,0.013801015087255787,With Host,Not in Group
AT2017oz,0.055689,0.056413,0.05614,79,1,0,0.0007239999999999955,79,0.00017956867604015155,With Host,Not in Group
AT2017po,0.031828,0.032009,0.03255,-156,1,0,0.0001810000000000006,156,0.00021993213522684428,With Host,Not in Group
AT2017wb,0.030653,0.030925,0.03117,-70,1,0,0.0002720000000000014,70,0.002740351678465403,With Host,Not in Group
AT2017ya,0.06996,0.068706,0.06915,-125,1,0,-0.0012539999999999912,125,0.00025728987993138937,With Host,Not in Group
AT2017yk,0.046439,0.047636,0.04691,207,1,0,0.0011969999999999967,207,0.0032300437132582525,With Host,Not in Group
AT2017zd,0.02947,0.030482,0.02969,231,1,0,0.001011999999999999,231,0.00508992195453003,With Host,Not in Group
ATLAS16agv,0.04779,0.047774,0.04819,-120,0,0,-1.6000000000002124e-05,120,0.0035572295459301113,No Host,Not in Group
ATLAS16ahj,0.073016,0.07359,0.07388,-82,1,0,0.0005740000000000051,82,0.00021913005368686314,With Host,Not in Group
ATLAS16bdg,0.013686,0.014823,0.01387,282,1,0,0.0011369999999999991,282,0.00898728627794827,With Host,Not in Group
ATLAS16bwu,0.071803,0.070742,0.07091,-48,1,0,-0.0010610000000000064,48,0.0008077656922412711,With Host,Not in Group
ATLAS16cpu,0.018195,0.018514,0.01865,-41,1,0,0.00031899999999999984,41,0.00043968123110744707,With Host,Not in Group
ATLAS16cxr,0.01552,0.015179,0.01542,-72,1,0,-0.000341000000000001,72,0.06443298969072164,With Host,Not in Group
ATLAS16dod,0.016752,0.01632,0.01594,111,1,0,-0.00043199999999999836,111,0.005969436485195798,With Host,Not in Group
