zhel_vs_zcmb,zhel_vs_zHD,zcmb_vs_zHD
-0.0006099999999999994,-0.0010970000000000008,-0.0004870000000000013
0.00010200000000000486,-0.00031499999999999584,-0.0004170000000000007
0.0012330000000000015,0.000791,-0.0004420000000000014
0.0009439999999999987,0.000791,-0.00015299999999999862
-0.0009639999999999996,-0.0011560000000000008,-0.0001920000000000012
-0.0010900000000000007,-0.0010609999999999994,2.9000000000001247e-05
-0.0005690000000000001,-0.0009970000000000014,-0.0004280000000000013
0.0012870000000000034,0.00018900000000000167,-0.0010980000000000018
-0.0010380000000000007,-0.0006929999999999992,0.00034500000000000156
-0.0005600000000000015,-0.0008740000000000032,-0.0003140000000000018
-0.0006849999999999981,-0.0011419999999999972,-0.0004569999999999991
-0.0004559999999999981,-0.00012799999999999964,0.00032799999999999843
-0.000902,-0.0007329999999999993,0.00016900000000000075
-0.00015200000000000283,0.0013839999999999998,0.0015360000000000026
-0.0010559999999999996,-0.00011000000000000072,0.0009459999999999989
0.0011990000000000004,0.001080000000000001,-0.00011899999999999931
0.0009079999999999991,-0.0002740000000000034,-0.0011820000000000025
0.0005050000000000002,-4.999999999999796e-06,-0.00051
-0.0008290000000000033,-0.0011900000000000036,-0.0003610000000000002
0.001004999999999999,0.0006099999999999994,-0.0003949999999999995
-0.000283000000000002,-0.000786000000000002,-0.000503
-0.0001779999999999976,-0.0007099999999999988,-0.0005320000000000012
-0.0009399999999999964,-0.001689999999999997,-0.0007500000000000007
-0.0006260000000000016,-0.00119,-0.0005639999999999985
-0.00047599999999999726,-0.0010259999999999991,-0.0005500000000000019
-0.0002669999999999999,-0.0010930000000000002,-0.0008260000000000003
0.00023999999999999716,-0.00017199999999999854,-0.0004119999999999957
0.0002959999999999907,-0.00023000000000000798,-0.0005259999999999987
-0.0006780000000000015,-0.0005959999999999993,8.200000000000221e-05
0.0003099999999999995,6.699999999999935e-05,-0.00024300000000000016
-0.00015500000000000062,-0.00041900000000000097,-0.00026400000000000035
1.4999999999997654e-05,0.00048599999999999685,0.0004709999999999992
0.0008630000000000027,-0.00012099999999999611,-0.0009839999999999988
6.399999999999982e-05,0.0002889999999999993,0.0002249999999999995
0.0008910000000000012,0.00042299999999999977,-0.0004680000000000014
-2.6999999999999247e-05,-0.0007570000000000007,-0.0007300000000000015
-0.0004740000000000022,-0.0009960000000000004,-0.0005219999999999982
-0.001068999999999997,-0.000891999999999997,0.00017700000000000007
-0.0011040000000000008,-0.0018130000000000021,-0.0007090000000000013
-0.0010560000000000005,-0.0017600000000000003,-0.0007039999999999998
0.0006120000000000014,-0.00031299999999999904,-0.0009250000000000005
0.0007220000000000004,0.00011000000000000072,-0.0006119999999999997
0.0005269999999999997,8.400000000000074e-05,-0.00044299999999999895
0.0012180000000000003,0.0007349999999999995,-0.0004830000000000008
0.0008990000000000005,-0.0006430000000000012,-0.0015420000000000017
-0.0007650000000000018,-0.0016220000000000054,-0.0008570000000000036
-0.0011809999999999998,-0.0009839999999999996,0.00019700000000000013
-0.0011609999999999988,-0.001568,-0.0004070000000000011
-5.199999999999996e-05,-0.0002349999999999991,-0.00018299999999999914
-0.00031099999999999964,-0.0005649999999999995,-0.0002539999999999999
-0.0011570000000000018,-0.0011500000000000017,7.000000000000062e-06
0.0005459999999999996,-0.00043400000000000036,-0.00098
-0.0008510000000000045,-0.0005780000000000021,0.0002730000000000024
-0.00023300000000000057,-0.0013550000000000003,-0.0011219999999999997
0.0004819999999999998,0.0006600000000000009,0.00017800000000000107
0.00039099999999999985,0.00015999999999999955,-0.0002310000000000003
0.000621,-0.0009749999999999967,-0.0015959999999999967
-0.001017999999999998,-0.0011400000000000021,-0.00012200000000000405
-0.0012759999999999994,-0.0010580000000000034,0.00021799999999999597
-0.0011919999999999986,-0.0008599999999999997,0.00033199999999999896
0.0011210000000000005,0.0010180000000000015,-0.00010299999999999893
-0.0011140000000000004,-0.0019489999999999993,-0.0008349999999999989
-0.0004539999999999961,-0.0006909999999999972,-0.0002370000000000011
-0.0009680000000000001,-0.0018110000000000001,-0.000843
-0.0009919999999999929,-0.000779999999999989,0.00021200000000000385
-0.0009149999999999991,-0.0023849999999999982,-0.001469999999999999
-0.00013799999999999923,-0.001124,-0.0009860000000000008
-0.0008969999999999985,-0.002312999999999999,-0.0014160000000000006
-0.0009489999999999915,-0.0009419999999999984,6.999999999993123e-06
0.001095999999999998,0.0005909999999999978,-0.0005050000000000002
-0.0007069999999999993,-0.0002580000000000013,0.000448999999999998
0.0007160000000000014,-0.0006829999999999996,-0.001399000000000001
0.0005170000000000001,0.0017399999999999985,0.0012229999999999984
0.0012560000000000002,0.0010329999999999992,-0.00022300000000000098
-0.00013799999999999923,-0.0009809999999999992,-0.000843
0.000900999999999999,-0.00028700000000000253,-0.0011880000000000016
5.199999999999996e-05,-0.0011010000000000013,-0.0011530000000000012
0.00016199999999999895,-0.0011010000000000013,-0.0012630000000000002
0.00023299999999999883,0.0006889999999999986,0.0004559999999999998
-0.0008230000000000004,-0.0003210000000000001,0.0005020000000000003
-0.0009880000000000028,-0.00031000000000000125,0.0006780000000000015
0.0007229999999999945,-9.699999999999986e-05,-0.0008199999999999943
-0.0010859999999999993,-0.0013899999999999997,-0.00030400000000000045
-0.00028700000000000253,-0.0013720000000000017,-0.0010849999999999992
-0.0007870000000000004,-0.0013570000000000006,-0.0005700000000000002
-0.0012380000000000004,-0.0010520000000000009,0.00018599999999999953
-0.0009790000000000007,7.399999999999768e-05,0.0010529999999999984
-0.001023000000000003,0.00021000000000000185,0.001233000000000005
-0.0011639999999999984,-0.0004009999999999986,0.0007629999999999998
-0.001003999999999998,-0.0010599999999999984,-5.6000000000000494e-05
