total_SNe,mean_zcmb,median_zcmb,min_zcmb,max_zcmb,mean_PV,median_PV,host_fraction,group_fraction,mean_zHD_error
2287,0.23548545736773066,0.162446,0.001106,2.261295,-35.135111499781374,-24.0,0.595102754700481,0.057717533887188456,0.0019472802798425881
