SNID,zcmb,redshift_diff,radial_distance_m,angular_velocity
2002bo,0.005426,-0.0007039999999999998,5.7750353243674636e+23,-3.6545904670308927e-22
2002cd,0.009725,-0.0009250000000000005,1.3660535502971736e+24,-2.0299937992158072e-22
2002do,0.014258,-0.0006119999999999997,1.979634534531456e+24,-9.268023016148517e-23
2002es,0.017257,-0.00044299999999999895,2.3501882885251945e+24,-5.650953991322128e-23
2002hw,0.016307,-0.0004830000000000008,2.315960962460865e+24,-6.252253797064899e-23
2002jy,0.018628,-0.0015420000000000017,2.5805289423094617e+24,-1.7914155608046772e-22
2003ai,0.036953,-0.0008570000000000036,4.78231071666384e+24,-5.372343030969577e-23
2003cg,0.005227,0.00019700000000000013,5.346863368968137e+23,1.1045562631872065e-22
2003D,0.023343,-0.0004070000000000011,2.9313920724283546e+24,-4.1623749874210137e-23
2003K,0.021897,-0.00018299999999999914,2.8868569029933007e+24,-1.900406624142501e-23
2003kf,0.007716,-0.0002539999999999999,9.785843610283998e+23,-7.781371475421531e-23
2004ap,0.025187,7.000000000000062e-06,3.1756086692116743e+24,6.608330637039638e-25
2004fu,0.00867,-0.00098,1.2179113398025298e+24,-2.412298820434956e-22
2004K,0.036983,0.0002730000000000024,4.774910213731012e+24,1.7140289004523519e-23
2005dv,0.010378,-0.0011219999999999997,1.3406803973846206e+24,-2.5089285897830677e-22
2005ew,0.008578,0.00017800000000000107,1.1972956530610808e+24,4.4569657784665797e-23
2005ke,0.004489,-0.0002310000000000003,6.449009698607145e+23,-1.0738401868577918e-22
2005ls,0.020584,-0.0015959999999999967,2.8022797266181256e+24,-1.7074268440197056e-22
2006ah,0.054068,-0.00012200000000000405,7.010655010473547e+24,-5.217013220784732e-24
2006al,0.069078,0.00021800000000000985,8.960158925921345e+24,7.293928197516064e-24
2006an,0.065192,0.00033199999999999896,8.457717637517569e+24,1.1768079796668776e-23
2006B,0.015237,-0.00010300000000000066,2.161739767414256e+24,-1.4284153735551326e-23
2006bd,0.026625,-0.0008349999999999989,3.3713255414173543e+24,-7.42517147497891e-23
2006bk,0.049823,-0.0002370000000000011,6.5242040944782e+24,-1.0890341797574147e-23
2006br,0.025647,-0.000843,3.261375212129626e+24,-7.749033019999394e-23
2006bu,0.084992,0.00021200000000000385,1.110075439924181e+25,5.725376745596865e-24
2006bz,0.02903,-0.0014699999999999956,3.7154489277938505e+24,-1.186114845943188e-22
2006cc,0.033094,-0.0009860000000000008,4.3551959759692026e+24,-6.787188572432005e-23
2006cg,0.028804,-0.0014160000000000006,3.6879613454719187e+24,-1.151059028992289e-22
2006cj,0.068657,6.999999999993123e-06,8.947736653141243e+24,2.3453385893528847e-25
2006cm,0.015235,-0.0005050000000000002,2.1581716677859278e+24,-7.014974459622883e-23
2006cs,0.024449,0.000448999999999998,3.1375489398428455e+24,4.290190088596407e-23
2006em,0.018511,-0.001399000000000001,2.540883390883598e+24,-1.6506450089240402e-22
2006H,0.013933,0.0012229999999999984,1.9095940603457633e+24,1.9200215571869354e-22
2006ha,0.029587,-0.0002229999999999975,4.075959142093036e+24,-1.6401959834089347e-23
2006hn,0.017487,-0.0008429999999999965,2.292702238957692e+24,-1.1023020687103826e-22
2006je,0.037002,-0.0011880000000000016,5.008951118981694e+24,-7.110339702744104e-23
2006ke,0.017127,-0.0011530000000000012,2.2702364264830362e+24,-1.5225757988981119e-22
2006le,0.017277,-0.0012630000000000002,2.3045959043854509e+24,-1.642968616465404e-22
2006lf,0.012956,0.0004559999999999998,1.7429505925190498e+24,7.843329663775641e-23
2006mq,0.004022,0.0005020000000000007,4.227537300377922e+23,3.559893224420435e-22
2006or,0.021968,0.0006780000000000015,2.7725455630487276e+24,7.331143236488199e-23
2006os,0.03212,-0.0008199999999999943,4.34026281826546e+24,-5.663938472238452e-23
2006X,0.006336,-0.00030400000000000045,6.937971499526131e+23,-1.3135958721972963e-22
2007au,0.020445,-0.0010849999999999992,2.6639167521418615e+24,-1.221039721562132e-22
2007ax,0.00747,-0.0005700000000000002,8.831707339301548e+23,-1.9348659833820327e-22
2007bm,0.007456,0.00018599999999999867,8.21720129220066e+23,6.785935406124882e-23
2007bz,0.023173,0.0010529999999999984,2.932977894485389e+24,1.0763172094394115e-22
2007cg,0.034223,0.0012330000000000119,4.3874410244622384e+24,8.425050015556851e-23
2007cp,0.037633,0.0007629999999999929,4.8194453831660655e+24,4.746223419254298e-23
2007H,0.043604,-5.6000000000000494e-05,5.629668302472631e+24,-2.9821255438133808e-24
2007N,0.014018,0.0009579999999999988,1.7019835227123242e+24,1.6874497956731598e-22
2007S,0.015024,-6.600000000000182e-05,1.8310958685225535e+24,-1.0805716166005776e-23
2004ef,0.029782,-0.000337999999999998,4.098160650891521e+24,-2.4725690239096882e-23
2005be,0.034172,1.1999999999998123e-05,4.4346192306590156e+24,8.112330075889789e-25
2005eq,0.028334,7.399999999999768e-05,3.8260600162720095e+24,5.798299503313936e-24
2005iq,0.03292,-0.0004900000000000043,4.4988450239689144e+24,-3.265244827002432e-23
2005M,0.025838,-0.00014199999999999977,3.282651658061506e+24,-1.2968335806041318e-23
2006is,0.031494,0.000784,4.1495677159070566e+24,5.664139090223836e-23
2009dc,0.021787,0.0004170000000000007,2.837035660034799e+24,4.406481622598525e-23
2008fv,0.009578,-0.0008619999999999999,1.2395842412486686e+24,-2.0847401104073816e-22
1997bq,0.009578,-0.0008619999999999999,1.2395842412486686e+24,-2.0847401104073816e-22
2010ai,0.019176,0.0009160000000000001,2.4140176263208345e+24,1.1375637382835873e-22
2002fb,0.014452,0.0005419999999999991,2.0206016043381814e+24,8.041541285879564e-23
2002hd,0.031542,0.0002020000000000008,4.0290452395724317e+24,1.5030378890068444e-23
2002hu,0.035915,-0.0011349999999999971,4.84997245776398e+24,-7.015801487393886e-23
2003ic,0.054208,0.00010800000000000393,7.31579360461461e+24,4.4257106219588054e-24
2003it,0.023904,-0.0009759999999999942,3.311328606926214e+24,-8.836254982244298e-23
2003iv,0.033513,-0.0013969999999999955,4.527521972833623e+24,-9.250315433894615e-23
2003kc,0.034098,-0.0006919999999999982,4.382419254614962e+24,-4.7338323625138074e-23
2004as,0.032496,-0.0004640000000000061,4.148774804878539e+24,-3.352886262913811e-23
2003U,0.028057,-0.0008930000000000049,3.7297213263071616e+24,-7.177873132389457e-23
2003W,0.021145,4.49999999999999e-05,2.6518909348760165e+24,5.087185310896164e-24
2004bg,0.022143,-0.00019699999999999926,2.779813914143469e+24,-2.1245707824366143e-23
2004L,0.033443,-0.00028700000000000253,4.267579307318045e+24,-2.0161414528010908e-23
2005el,0.014819,-0.00016100000000000142,1.959811758818524e+24,-2.4628174374817518e-23
2005am,0.00898,9.999999999999593e-06,1.0438673690429885e+24,2.871940122765172e-24
2005kc,0.013855,-0.0005650000000000013,1.994171236720939e+24,-8.493891379584847e-23
2005cf,0.007013,-6.700000000000022e-05,8.497363188943432e+23,-2.3638032457098708e-23
2005lz,0.043509,-0.001120999999999997,5.859744652580726e+24,-5.735187543880255e-23
2005eu,0.033686,-0.0014739999999999961,4.5579168955934516e+24,-9.695088638391314e-23
2005mz,0.017022,0.0010919999999999992,2.3204541249557968e+24,1.4108159287235897e-22
2005hf,0.042058,-0.0009720000000000006,5.697065739896599e+24,-5.1148833887475725e-23
2005ki,0.020655,0.0003049999999999997,2.571410465481513e+24,3.5558966923967085e-23
2005ms,0.02595,-0.0007399999999999976,3.332208597343836e+24,-6.657638993454285e-23
2005mc,0.025972,-0.00028800000000000006,3.323486576030146e+24,-2.5978810483757722e-23
2005na,0.026849,-9.099999999999733e-05,3.4785006821052724e+24,-7.842779453327003e-24
2006ac,0.023953,-0.00036700000000000274,3.05191454876298e+24,-3.60507577548645e-23
2005lu,0.031479,-0.00022099999999999898,4.253835516157078e+24,-1.5575151640525533e-23
2006ar,0.022875,-0.00046500000000000014,2.9722269903969944e+24,-4.690203454191101e-23
2006ak,0.038933,-0.001126999999999996,5.007497448762745e+24,-6.747204639105286e-23
2006bb,0.025338,-0.0007120000000000008,3.2660005264626436e+24,-6.53558468121826e-23
2006ax,0.017742,0.0002720000000000014,2.179844569232067e+24,3.740796464434491e-23
2006az,0.031633,-0.0004269999999999968,4.1076755832337276e+24,-3.116394587939278e-23
2006cp,0.023338,0.0009480000000000009,2.945532319103579e+24,9.648621009546162e-23
2006bq,0.02145,-0.000449999999999999,2.895446772468905e+24,-4.659267349783357e-23
2006bt,0.032409,0.0011990000000000021,4.2396952694818537e+24,8.478230964602564e-23
2006bw,0.03075,-0.0005699999999999941,3.9595333727390836e+24,-4.3157030127968715e-23
2006cf,0.042232,-0.00044800000000000395,5.479147358892435e+24,-2.4512394426849334e-23
2006cz,0.042554,-0.0002459999999999962,5.523946832003661e+24,-1.3350770184956405e-23
2006cq,0.049282,-0.00015799999999999842,6.401699340572281e+24,-7.399161666934067e-24
2006D,0.009656,0.0004060000000000001,1.1272551788753883e+24,1.079753193677321e-22
2006en,0.030812,-0.0008080000000000032,4.2263479338351463e+24,-5.731480461529117e-23
2006et,0.021643,-0.0004469999999999995,2.9917854624337537e+24,-4.479172400850822e-23
2006eu,0.022914,-2.5999999999994777e-05,3.116933253101396e+24,-2.5007285286724332e-24
2006ef,0.016939,-0.0004010000000000055,2.3538885399916084e+24,-5.107156673545393e-23
2006ej,0.01926,-0.0009700000000000021,2.6932544601970007e+24,-1.0797297045550234e-22
2006ev,0.027589,-0.000511000000000001,3.7971187637311296e+24,-4.034478655270415e-23
2006gj,0.027699,-0.0003309999999999945,3.7389719549731956e+24,-2.6539729314099587e-23
2006gr,0.033519,-0.0007609999999999978,4.58170422644897e+24,-4.9794148478855397e-23
2006gt,0.043657,-0.0009829999999999978,5.920270194424211e+24,-4.9777455510653534e-23
2006hb,0.014965,-0.0002149999999999999,1.9765950422554728e+24,-3.26092988660189e-23
2006kf,0.019545,7.499999999999868e-05,2.6479263797334297e+24,8.491336663318842e-24
2006mp,0.022886,0.0003259999999999999,3.039492275982876e+24,3.215416669430305e-23
2006mo,0.036158,-0.0008619999999999947,4.914198251073879e+24,-5.258662463190749e-23
2006ot,0.052318,0.0002980000000000066,7.017262602377857e+24,1.2731196984665929e-23
2006qo,0.030045,-0.000675000000000002,3.9254381985128416e+24,-5.1550909456851204e-23
2006S,0.033099,-0.0008310000000000053,4.2605752598994744e+24,-5.847274543951598e-23
2006sr,0.023067,-0.0008129999999999978,3.204682073590641e+24,-7.605474201717429e-23
2006td,0.015044,0.0005439999999999976,2.098703340647133e+24,7.770850410030393e-23
2006N,0.01427,-0.0006300000000000021,1.8867317923568487e+24,-1.0010392007232297e-22
2006te,0.032115,-0.000785000000000001,4.1691261879438164e+24,-5.644757892206349e-23
2007ae,0.064845,-0.0004849999999999993,8.58881226089909e+24,-1.6928923081941853e-23
2007af,0.006353,0.00010299999999999979,7.30006753588235e+23,4.2299092470337916e-23
2007al,0.013338,-2.0000000000002655e-06,1.608948628699631e+24,-3.7265634545751176e-25
2007ap,0.015989,5.9000000000000025e-05,2.0681762660492176e+24,8.552344068713475e-24
2007ai,0.032115,-0.0004849999999999993,4.197406681294266e+24,-3.464027986088926e-23
2007ar,0.053225,-0.00029499999999999665,6.976559836247304e+24,-1.2676559391135427e-23
2007ba,0.038634,-0.0005959999999999993,5.028377439180367e+24,-3.553359053275927e-23
2007bc,0.021866,0.0005560000000000009,2.7424149439650714e+24,6.07802283949789e-23
2007bd,0.031411,0.00021100000000000285,4.022701951344293e+24,1.572480621311308e-23
2007ca,0.015089,0.0006689999999999995,1.858847754520658e+24,1.0789541742417665e-22
2007ci,0.019062,0.0012119999999999978,2.3726541009998504e+24,1.5314008853750832e-22
2007O,0.036543,-0.0005370000000000028,4.778346161521254e+24,-3.369126984612346e-23
2007co,0.026549,-0.0007610000000000013,3.563077858480448e+24,-6.402949068177155e-23
2007cq,0.024814,-0.00028600000000000153,3.4412338637649607e+24,-2.4915668734642157e-23
2007F,0.024202,3.200000000000078e-05,3.121294263758241e+24,3.0735194587033922e-24
2007qe,0.022796,-0.0007740000000000004,3.1663580405456393e+24,-7.32827303547814e-23
2007R,0.031258,-0.0004819999999999963,4.0709373722457607e+24,-3.549550178323782e-23
2007sr,0.006603,0.0008930000000000006,7.158665069130103e+23,3.739728879738355e-22
2008af,0.034038,8.000000000001062e-06,4.4169108843554637e+24,5.42990276868648e-25
2008bf,0.023706,-0.00010399999999999993,2.9886138183196845e+24,-1.0432400278979403e-23
2008L,0.018732,-0.0015980000000000022,2.547887438302167e+24,-1.8802571129407382e-22
2004dt,0.018502,-0.0008479999999999981,2.5661243919580645e+24,-9.906924433620906e-23
2004eo,0.014495,-0.0006349999999999984,2.0435960241651823e+24,-9.315354335148785e-23
2004ey,0.014669,-0.0006010000000000026,2.092492204257081e+24,-8.610558590920545e-23
2004gc,0.03196,-0.0007099999999999954,4.2182866717118866e+24,-5.045950210245376e-23
2005A,0.018355,-0.0002449999999999987,2.5307076993509596e+24,-2.9023167009306063e-23
2004gu,0.046701,6.0999999999998555e-05,6.024405842836147e+24,3.035542494160772e-24
2004gs,0.028295,-0.00027500000000000094,3.620828211724123e+24,-2.276907964952681e-23
2005ag,0.080244,0.00015400000000000136,1.0512282264243908e+25,4.391818766989798e-24
2005al,0.013299,0.001379,1.6386827922690288e+24,2.5228421359667773e-22
2005bg,0.02414,-0.0001999999999999988,3.043456831125462e+24,-1.970078595720615e-23
2005bl,0.025008,-0.0009520000000000015,3.1606755115079323e+24,-9.029791858634589e-23
2005bo,0.015034,0.00040399999999999985,1.836381942046002e+24,6.595368330460633e-23
2005W,0.007953,5.299999999999923e-05,1.1746976887483383e+24,1.3526033486053578e-23
2006bh,0.010417,0.00013699999999999997,1.422878840674245e+24,2.886511878027354e-23
2006dd,0.005515,-0.0006449999999999997,7.758634414041506e+23,-2.4922702255444287e-22
2006mr,0.005515,-0.0006449999999999997,7.758634414041506e+23,-2.4922702255444287e-22
2006lu,0.054486,0.0010259999999999991,7.056908153803721e+24,4.358666078744531e-23
2007A,0.016461,-0.0003590000000000017,2.3319513348692966e+24,-4.615254650159017e-23
2007as,0.017914,-0.00010600000000000193,2.3221720988509173e+24,-1.3684601827627382e-23
2007hj,0.012878,-0.00037199999999999907,1.86505889091071e+24,-5.979585680618537e-23
2007le,0.005523,-0.0007769999999999999,8.88192503777431e+23,-2.6226154676528466e-22
2008bc,0.015726,0.00026600000000000235,1.9937747812066802e+24,3.999689161467738e-23
2007nq,0.04407,-0.0009900000000000048,5.974584599877645e+24,-4.9676178897203924e-23
2008ar,0.027316,-0.0011740000000000014,3.4588100582304265e+24,-1.0175648265347823e-22
2008bz,0.061299,0.0003090000000000037,7.948668757209479e+24,1.1654262160312059e-23
2008C,0.017088,-0.000282000000000001,2.1964957008309294e+24,-3.8489250456542414e-23
2007so,0.029076,-0.0006840000000000006,3.94222148194979e+24,-5.201586014659434e-23
2008bt,0.016584,-0.00019599999999999826,2.027341348080578e+24,-2.8983437753899176e-23
2008bi,0.014421,-0.00022900000000000177,1.7782351332880684e+24,-3.8607083842201337e-23
2008cd,0.008511,0.0011309999999999992,9.847954974184518e+23,3.4430018301954794e-22
2008cf,0.046924,0.00010400000000000686,6.082949107108339e+24,5.125542739716162e-24
2007on,0.005943,-0.0007369999999999998,8.256846843626526e+23,-2.6759251531539465e-22
2007st,0.020658,4.799999999999943e-05,2.799108082504056e+24,5.1409368841258306e-24
2007ux,0.031834,-0.0008060000000000012,4.0569292774086223e+24,-5.956049628312576e-23
2008bd ,0.031336,-0.0002539999999999973,3.978298933747326e+24,-1.9140664288963546e-23
2008fu ,0.051457,5.7000000000001494e-05,6.874010009892403e+24,2.485909982878818e-24
2008gg,0.031073,-6.700000000000109e-05,4.2321626147109394e+24,-4.746059288029561e-24
2008go,0.061156,-0.00021400000000000585,8.229491413142681e+24,-7.79581419934941e-24
2008ia,0.022568,0.0002580000000000013,2.899675631287664e+24,2.6674174631613196e-23
2008O,0.039439,0.0009289999999999993,5.144671056696233e+24,5.413508277064646e-23
2008R,0.012688,0.00013799999999999923,1.7570908391942748e+24,2.354537300016365e-23
2008bq,0.034484,0.0007640000000000077,4.494087557797812e+24,5.096505908403728e-23
2008cc,0.010037,0.0006970000000000014,1.3616925396403285e+24,1.534526606727191e-22
2009aa,0.028273,8.300000000000321e-05,3.574971523908207e+24,6.960271948347934e-24
2008ff,0.018718,-0.000512000000000002,2.543790731321494e+24,-6.034055262724418e-23
2008fl,0.019386,-0.00040399999999999464,2.6271785411538946e+24,-4.6101226519154817e-23
2008fp,0.006296,0.00011600000000000065,7.485080109203047e+23,4.64603245665234e-23
2008fr,0.037897,-0.0003830000000000014,5.153921685362267e+24,-2.227828019585628e-23
2009ab,0.010878,0.00041799999999999997,1.477193246127678e+24,8.483199322261781e-23
2008fw,0.009349,0.0014789999999999994,1.1073002513243702e+24,4.0042711527581257e-22
2008gl,0.033122,-0.00029799999999999965,4.5195928625484506e+24,-1.9766858476191378e-23
2009ad,0.02834,-9.99999999999994e-05,3.753112201648421e+24,-7.987836278071437e-24
2008gp,0.032921,-0.0008890000000000009,4.4270865758881024e+24,-6.020110304902621e-23
2008hj,0.03643,-0.00039000000000000146,4.970627085936692e+24,-2.352199362346e-23
2008hu,0.050602,0.00019199999999999773,6.567682049208564e+24,8.764150198613158e-24
2009ag,0.009308,-0.0006219999999999993,1.1478708656168374e+24,-1.6244937863789662e-22
2008hv,0.013602,-0.00014799999999999883,1.6583734161438744e+24,-2.675470032989864e-23
2009al,0.02328,-0.00013999999999999777,2.916458914724612e+24,-1.43910630484443e-23
2009cz,0.022034,0.00012400000000000258,2.796465045742332e+24,1.329330572130671e-23
2009D,0.024758,0.00022799999999999904,3.316614680449663e+24,2.060917140206728e-23
2009ds,0.02033,0.00014000000000000123,2.522778589065787e+24,1.6636792583348615e-23
2009F,0.012918,1.8000000000000654e-05,1.7116306068926177e+24,3.152703756447106e-24
2009I,0.025436,-0.0002139999999999989,3.4581492990399956e+24,-1.8552000062521787e-23
2009le,0.017394,-0.00044600000000000195,2.3984237094266615e+24,-5.57480464116839e-23
2009P,0.026339,-2.1000000000000185e-05,3.313971643687938e+24,-1.8997270631422726e-24
2009Y,0.010502,0.0005419999999999991,1.2875553584739634e+24,1.2619846685938473e-22
03D1ax,0.495722,-6.800000000012352e-05,6.5668759229962376e+25,-3.1043508942583545e-25
03D3ay,0.371834,-8.599999999997499e-05,4.906744887405817e+25,-5.254430784483571e-25
03D3ba,0.290831,-0.00010899999999997023,3.83660573295129e+25,-8.517262444075576e-25
2012cg,0.002564,0.0018939999999999999,1.9082725419649013e+23,2.975502204037077e-21
2007fb,0.016796,-0.0005340000000000067,2.3821690333420573e+24,-6.720311209293378e-23
2011fe,0.001224,0.001074,1.0876096274495248e+23,2.960410534863004e-21
2007fs,0.016326,-0.00033400000000000096,2.2961381867479334e+24,-4.3608299165050416e-23
2007kk,0.04055,-0.0016199999999999964,5.421132701972589e+24,-8.958714140741847e-23
2008dh,0.03565,-0.0006999999999999992,4.863187641572601e+24,-4.315168076306004e-23
2011by,0.003415,-0.0006050000000000001,3.770291940599629e+23,-4.810620502272144e-22
2008eg,0.032685,-0.0009149999999999991,4.446909351601034e+24,-6.168556122495258e-23
2008ek,0.034278,0.0013080000000000036,4.4910480655218284e+24,8.731336858191441e-23
2008eo,0.015389,-0.0002610000000000008,2.1719154589468943e+24,-3.602618656986752e-23
2008eq,0.0568,-0.00048000000000000126,7.506753010649187e+24,-1.9169457105603614e-23
2008fk,0.071165,-0.0002849999999999936,9.514932342207264e+24,-8.979659282598493e-24
2008hs,0.016653,-6.699999999999762e-05,2.295345275719416e+24,-8.750794444075009e-24
2008Y,0.070279,-0.00028100000000000347,9.204243370866579e+24,-9.152482969392592e-24
2009an,0.009564,-0.001046,1.2185720989929608e+24,-2.5733636222850315e-22
2009ee,0.036446,-0.0013939999999999994,4.689804430003491e+24,-8.911047202275101e-23
2009eu,0.029912,0.0009820000000000037,3.94222148194979e+24,7.467774073677747e-23
2009fv,0.029408,0.001628000000000001,3.8769384739352014e+24,1.2588853934754438e-22
2009hn,0.021192,-8.800000000000127e-05,2.9068118305443193e+24,-9.075832163191736e-24
2009hp,0.020307,0.00040699999999999764,2.775849359000883e+24,4.395610662745639e-23
2009ig,0.008009,-0.00014099999999999877,1.1589716200160791e+24,-3.6472624392142734e-23
2009kq,0.012472,-0.00011800000000000005,1.5449871390659045e+24,-2.2896960854566055e-23
2010ao,0.024171,0.0005309999999999968,3.0655261880858597e+24,5.192902798113053e-23
2010hs,0.075141,-0.0004689999999999972,1.004353969455211e+25,-1.3999313695973727e-23
2010ii,0.025807,-0.0010429999999999988,3.5560738110618786e+24,-8.792942731428548e-23
2010ju,0.015344,0.00011399999999999778,2.01333325324344e+24,1.697500409181735e-23
2011bd,0.02801,1.0000000000003062e-05,3.732760818583144e+24,8.031386755551215e-25
2011df,0.014018,-0.0009120000000000014,1.9224127886401259e+24,-1.422226918753518e-22
2011dl,0.034321,0.0002909999999999996,4.5073027416064324e+24,1.935516877371035e-23
2011dz,0.024826,0.000726000000000001,3.2535782536825393e+24,6.689537104621825e-23
2011ek,0.004218,-0.0006419999999999993,6.656488084402498e+23,-2.891415947802693e-22
2011fs,0.020024,-0.0013559999999999996,2.78853593545716e+24,-1.4578208151416707e-22
2011M,0.017277,-0.0012630000000000002,2.3045959043854509e+24,-1.642968616465404e-22
2012E,0.019573,3.299999999999831e-05,2.693386612035087e+24,3.6731270103568085e-24
2012gl,0.010444,-0.0002660000000000006,1.2303336125826338e+24,-6.481558579920877e-23
2013bs,0.027486,0.0004060000000000001,3.648976553236486e+24,3.335613045801661e-23
2013dr,0.016692,-0.00020799999999999985,2.2247761941813788e+24,-2.802836142668479e-23
2013dy,0.002932,-0.001388,5.20546090221589e+23,-7.993757700242587e-22
2013ex,0.010612,-0.00024799999999999996,1.3827046818960363e+24,-5.377036077005932e-23
2013fa,0.014298,-0.00043199999999999836,2.022187426395216e+24,-6.404467764240169e-23
2013fw,0.015862,-0.0008579999999999977,2.2402379592374655e+24,-1.1481902085595976e-22
2013gh,0.007747,-0.0006329999999999999,1.1646541490537863e+24,-1.6293989599245057e-22
2013gq,0.014262,4.200000000000037e-05,1.7832569031353447e+24,7.060835269366942e-24
2013gy,0.013567,-6.300000000000056e-05,1.853165225482951e+24,-1.0191711237770539e-23
2014ai,0.023319,3.900000000000084e-05,2.971301927530391e+24,3.934943720686785e-24
2014ao,0.015716,-0.0003239999999999979,1.9488431562573683e+24,-4.984123841886628e-23
2014bj,0.042392,-0.00018800000000000067,5.682529037707116e+24,-9.918291966483588e-24
2014J,0.001106,-0.00027399999999999994,1.1153615134476293e+23,-7.364709334293963e-22
2015N,0.011562,-0.0004080000000000004,1.6517658242395638e+24,-7.405124931696136e-23
2017dws,0.082471,0.00010100000000000386,1.0836450723069386e+25,2.794184095124527e-24
2017erp,0.006904,0.00031400000000000004,8.274026582577733e+23,1.1377148825000843e-22
2017fgc,0.006671,-0.0004590000000000002,1.020476493701729e+24,-1.34843613813039e-22
2017hbi,0.039248,-0.0016520000000000007,5.28607352344848e+24,-9.369092927275611e-23
2018aoz,0.007165,0.0015350000000000008,7.96611279983686e+23,5.776737470243007e-22
2018dem,0.058643,-0.00015699999999999742,7.89845105873672e+24,-5.9590691334266746e-24
2018gv,0.006236,-0.00023399999999999983,7.101839778753033e+23,-9.877924222097474e-23
010010,0.099684,0.00018399999999998973,1.3003740867683262e+25,4.2419956559642295e-24
010026,0.031742,-0.0006180000000000005,4.126573296080056e+24,-4.4897236944753845e-23
010454,0.081388,-0.0002920000000000006,1.0680115098613395e+25,-8.196484488015064e-24
080064,0.065709,0.0002590000000000092,8.739068900803113e+24,8.88495645283986e-24
2017cbv,0.004781,0.0014809999999999997,5.4354051004859e+23,8.168528786535322e-22
1972E,0.002279,0.0016990000000000004,1.8078371450193805e+23,2.8174406502558048e-21
1980N,0.005515,-0.0006449999999999997,7.758634414041506e+23,-2.4922702255444287e-22
130308,0.082207,-0.00024299999999999322,1.0806452255823814e+25,-6.741302841063113e-24
140181,0.102311,-0.00014899999999999636,1.341922624662631e+25,-3.328737098625864e-24
160046,0.106728,-0.0002520000000000022,1.409333277270408e+25,-5.360527607942473e-24
