SNID,zcmb,redshift_diff,radial_distance_m,angular_velocity
20862,0.26455,-0.00012000000000000899,3.5160978800407994e+25,-1.0231539674767316e-24
20889,0.208753,-0.00011700000000000599,2.767127337687193e+25,-1.2675859584878594e-24
20934,0.303121,-0.00010900000000002574,4.020058914582569e+25,-8.128581848259017e-25
20978,0.323707,-0.00010299999999996423,4.292291701040165e+25,-7.1939712686596665e-25
21006,0.292411,-9.900000000001574e-05,3.874691892687736e+25,-7.659822810173723e-25
21033,0.230061,-0.00013899999999997248,3.0553504965532213e+25,-1.3638746752296174e-24
21034,0.107509,-0.0002309999999999951,1.4344685568744054e+25,-4.827715286342235e-24
21042,0.309549,-7.099999999998774e-05,4.1086006461003315e+25,-5.180660363814912e-25
21062,0.137291,-0.00015899999999999248,1.8321795135948603e+25,-2.6016555947878634e-24
21422,0.267796,-0.000134000000000023,3.557527481280827e+25,-1.1292165579433156e-24
21455,0.267612,-0.00011800000000000699,3.550827383089856e+25,-9.96261046438677e-25
21502,0.08784,-0.0002500000000000002,1.1783054339280922e+25,-6.3606695125004304e-24
21510,0.148238,-0.00019199999999999773,1.9765421815202383e+25,-2.9121641052824625e-24
21669,0.122816,-0.0002040000000000236,1.6396210703194409e+25,-3.729987528160514e-24
21810,0.176703,-0.00013699999999999823,2.353624236315436e+25,-1.7450350022863634e-24
21814,0.100561,-0.00021899999999999697,1.346706521201352e+25,-4.875193464083834e-24
21839,0.091557,-0.00015300000000000036,1.2253118427353576e+25,-3.743393679408574e-24
21861,0.185893,-0.00014700000000000824,2.4757589650747127e+25,-1.7800396544125024e-24
22075,0.128999,-0.00020100000000000673,1.7183439202673973e+25,-3.506765051353923e-24
22182,0.073029,-0.00019099999999999673,9.80566638599693e+24,-5.839517399834262e-24
22284,0.136152,-0.00015799999999999148,1.8170877736854152e+25,-2.6067650143243948e-24
2016afk,0.046773,-0.0006069999999999964,6.026784575921698e+24,-3.0194213799017194e-23
2016W,0.018554,-0.001395999999999998,2.5443193386738397e+24,-1.6448810690018846e-22
ASASSN-15bc,0.036388,-0.0011420000000000041,4.851954735335274e+24,-7.056186747635511e-23
ASASSN-15bm,0.021094,0.0008539999999999971,2.7001263557774835e+24,9.481880675109335e-23
ASASSN-15fa,0.027212,-0.00019800000000000373,3.613692012467467e+24,-1.6426111157013136e-23
ASASSN-15fs,0.028501,-0.0006690000000000029,3.8350463412618724e+24,-5.22969311333038e-23
ASASSN-15ga,0.007633,-0.00010700000000000032,8.728628905594301e+23,-3.6750093689331874e-23
ASASSN-15go,0.019277,0.00036699999999999927,2.5007092321053894e+24,4.399705118590251e-23
ASASSN-15hg,0.031068,-0.0003620000000000012,3.953586540025204e+24,-2.744972664625384e-23
ASASSN-15hy,0.017056,-0.00017399999999999707,2.3694824568857814e+24,-2.2014886643456432e-23
ASASSN-15il,0.023738,0.000787999999999997,3.0812522568181193e+24,7.666897651150141e-23
ASASSN-15jl,0.034926,-0.00019399999999999973,4.5832900485060045e+24,-1.2689516970665646e-23
ASASSN-15jt,0.023959,5.9000000000000025e-05,3.047817841782307e+24,5.8034160636242415e-24
ASASSN-15kx,0.016966,-0.00023400000000000157,2.3812439704754542e+24,-2.9459994877380656e-23
ASASSN-15la,0.028449,-0.0005710000000000021,3.6765962873965036e+24,-4.6559774350209887e-23
ASASSN-15lg,0.02121,0.0007699999999999999,2.662991689275258e+24,8.66845336354857e-23
ASASSN-15lu,0.03577,-0.0005799999999999972,4.6324505322740757e+24,-3.753512842254603e-23
ASASSN-15mf,0.026906,-4.400000000000237e-05,3.441101711926874e+24,-3.8333270145084934e-24
ASASSN-15mg,0.043071,-0.001009000000000003,5.653191329651976e+24,-5.35079342769428e-23
ASASSN-15mi,0.035012,-0.0008379999999999985,4.54893057060359e+24,-5.522750367470761e-23
ASASSN-15np,0.038317,-0.0005230000000000026,4.979877714602727e+24,-3.148500114254491e-23
ASASSN-15nq,0.030247,1.7000000000003124e-05,4.012129804297397e+24,1.270265927224513e-24
ASASSN-15nr,0.023087,-0.00035299999999999915,3.0667155546286355e+24,-3.4508168686943925e-23
ASASSN-15od,0.016784,-0.00019599999999999826,2.32626880583159e+24,-2.5259042128192192e-23
ASASSN-15oh,0.01579,-8.000000000000021e-05,2.2247761941813788e+24,-1.0780139010263419e-23
ASASSN-15pm,0.047773,-0.0005970000000000003,6.446895269197766e+24,-2.776159530326469e-23
ASASSN-15pn,0.038003,-0.0010869999999999977,5.069080205310921e+24,-6.428669278197211e-23
ASASSN-15pr,0.031893,-0.0007470000000000046,4.373300777787014e+24,-5.120730942254615e-23
ASASSN-15py,0.045485,-0.00024500000000000216,5.911812476786693e+24,-1.2424134307102244e-23
ASASSN-15sb,0.023012,0.0002020000000000008,3.001432546614047e+24,2.0176390965146476e-23
ASASSN-15sf,0.023494,-0.0008260000000000003,3.261507363967712e+24,-7.592457801682018e-23
ASASSN-15so,0.00773,-0.0008399999999999996,9.279702070413806e+23,-2.7137257512058286e-22
ASASSN-15ss,0.035921,-6.899999999999962e-05,4.699055058669526e+24,-4.402093472779345e-24
ASASSN-15tg,0.034454,-0.0008360000000000034,4.7065877134404404e+24,-5.325014854653522e-23
ASASSN-15ti,0.016713,-0.00020700000000000232,2.2888698356531915e+24,-2.7112524198341326e-23
ASASSN-15tz,0.022204,-0.001445999999999996,3.021255322326979e+24,-1.4348336966573086e-22
ASASSN-15uu,0.025789,-0.0005309999999999968,3.538894072110671e+24,-4.4982921769979644e-23
ASASSN-15uv,0.021042,-0.00048799999999999885,2.6799071245502933e+24,-5.45909662927403e-23
ASASSN-15uw,0.030039,-0.0007210000000000029,4.071730283274278e+24,-5.308562875736056e-23
ASASSN-16ad,0.015222,-6.799999999999862e-05,2.1317413001686857e+24,-9.563021151950492e-24
ASASSN-16aj,0.030527,0.0009969999999999979,4.063008261960588e+24,7.356447768623776e-23
ASASSN-16av,0.026757,-0.0009730000000000051,3.3920733799968895e+24,-8.599403048122414e-23
ASASSN-16ay,0.028953,-0.00042700000000000377,3.745579546877507e+24,-3.41766548978295e-23
ASASSN-16bc,0.03314,0.00016000000000000042,4.2207975566355254e+24,1.1364390884986042e-23
ASASSN-16bq,0.025818,0.0004779999999999958,3.295206082679696e+24,4.3487657927441374e-23
ASASSN-16br,0.029004,-0.0005560000000000009,3.768970422218766e+24,-4.4225501390343685e-23
ASASSN-16ch,0.027696,-0.0011940000000000006,3.5262074956543945e+24,-1.0151194882692838e-22
ASASSN-16ci,0.012189,0.0010089999999999995,1.6816321396470476e+24,1.7987916797634984e-22
ASASSN-16cs,0.018389,-0.0006610000000000019,2.3812439704754542e+24,-8.321819065789975e-23
ASASSN-16ct,0.042521,-0.0005389999999999978,5.538483534193146e+24,-2.9175519592032106e-23
ASASSN-16cy,0.03514,-0.0007300000000000015,4.5987518135620914e+24,-4.758867258167716e-23
ASASSN-16db,0.03589,-0.0014100000000000015,4.6073416830376955e+24,-9.174647657156231e-23
ASASSN-16dn,0.014061,-4.899999999999696e-05,1.6981511194078242e+24,-8.65048479732575e-24
ASASSN-16dw,0.03565,0.0012800000000000034,4.5799862525538497e+24,8.378504324680595e-23
ASASSN-16ej,0.027426,-0.0006340000000000026,3.7023658958233153e+24,-5.133701630798277e-23
ASASSN-16em,0.022962,-0.0009380000000000013,3.0421353127446e+24,-9.243682370929723e-23
ASASSN-16et,0.025453,-0.0003170000000000013,3.29124152753711e+24,-2.887488152749338e-23
ASASSN-16ex,0.041311,-0.0007990000000000011,5.467914452655108e+24,-4.3807227786032277e-23
ASASSN-16fo,0.029938,-0.00042199999999999876,3.8191881206915267e+24,-3.3125474126446666e-23
ASASSN-16fs,0.029901,0.0004609999999999996,3.8594944313078216e+24,3.580891891355008e-23
ASASSN-16hc,0.05165,0.00014000000000000123,6.731021721083123e+24,6.235449216949877e-24
ASASSN-16hr,0.0298,-0.0010299999999999997,4.07794141966433e+24,-7.572110532314052e-23
ASASSN-16hz,0.024058,-0.0006020000000000018,3.3444987182858534e+24,-5.396176674527144e-23
ASASSN-16ip,0.016324,-0.0004559999999999981,2.2476384621702934e+24,-6.082177500913483e-23
ASASSN-16jf,0.010398,-0.000562,1.5119491795443514e+24,-1.1143454004636253e-22
ASASSN-16la,0.01424,-1.734723475976807e-18,1.9894137705498354e+24,-2.6141219213017576e-37
ASASSN-16lg,0.020933,-0.0002270000000000015,2.797786564123194e+24,-2.432383114518521e-23
ASASSN-16oz,0.032069,0.0001490000000000033,4.0967069806725713e+24,1.0903654191705821e-23
ASASSN-17aj,0.022528,-2.2000000000001185e-05,2.81153035528416e+24,-2.3458519889726597e-24
ASASSN-17at,0.026431,-0.0006990000000000017,3.3526921322471987e+24,-6.250348074803479e-23
ASASSN-17bd,0.034794,0.0009240000000000012,4.552630822070004e+24,6.084574875896688e-23
ASASSN-17bs,0.020135,-0.0004249999999999983,2.6955010414444663e+24,-4.726831586817788e-23
ASASSN-17co,0.017914,-0.0003459999999999991,2.4129604116161448e+24,-4.2987937128452514e-23
ASASSN-17eb,0.049695,-0.0007449999999999957,6.507024355526992e+24,-3.4323735244711617e-23
ASASSN-17fd,0.026409,0.0008889999999999974,3.427357920765908e+24,7.776120887381418e-23
AT2016aj,0.067313,6.299999999999362e-05,8.907826798039205e+24,2.1202617969800986e-24
AT2016blg,0.062164,6.399999999998768e-05,8.071966422143916e+24,2.376957027393123e-24
AT2016bln,0.024252,-3.799999999999984e-05,3.0795342829229986e+24,-3.699297477275333e-24
AT2016cor,0.049955,-0.0007049999999999973,6.5471985143052e+24,-3.2281544912408754e-23
AT2016cvv,0.044044,-0.000335999999999996,5.890139575340555e+24,-1.710150745997811e-23
AT2016cvw,0.037606,-0.00026400000000000035,5.137667009277664e+24,-1.5404892681654664e-23
AT2016cyt,0.02965,-0.0009399999999999929,4.062347502770157e+24,-6.936996658405815e-23
AT2016eoa,0.019928,-0.0011319999999999976,2.7866858097239526e+24,-1.217808844010357e-22
AT2016ews,0.046117,-0.00019299999999999873,6.019912680341216e+24,-9.611425857213605e-24
AT2016fbk,0.034955,-0.0008050000000000002,4.739625672961994e+24,-5.0918141081631204e-23
AT2016ghq,0.021019,-0.0002909999999999996,2.8281814868830234e+24,-3.0846537141485855e-23
AT2016gky,0.004099,-0.0013410000000000002,6.722564003445606e+23,-5.98018384015305e-22
AT2016gmg,0.048392,-0.0002580000000000013,6.533190419468064e+24,-1.18390019573772e-23
AT2016gsu,0.075289,-0.0004610000000000031,1.0098911314710236e+25,-1.3685071472673525e-23
AT2016hnk,0.015098,0.00010800000000000046,2.1067646027703922e+24,1.5368392568122543e-23
AT2016hns,0.03704,-0.00036000000000000615,5.044235659750713e+24,-2.1395765812681226e-23
AT2016htm,0.042653,-0.00023699999999999416,5.7238925630281e+24,-1.2413023438792564e-23
AT2016htn,0.052289,6.899999999999962e-05,7.019509183625322e+24,2.9468840428692877e-24
AT2017cfb,0.023816,0.0011560000000000008,3.0268056995266e+24,1.1449697002427446e-22
AT2017cfc,0.024988,-0.00013200000000000017,3.175212213697416e+24,-1.2462979414506356e-23
AT2017cfd,0.012218,-0.0008220000000000015,1.5970549632718722e+24,-1.5430239167920853e-22
AT2017dfq,0.022572,-6.800000000000209e-05,2.8246133872546953e+24,-7.217230944236981e-24
AT2017lm,0.030023,-0.0002869999999999956,4.0486037116091904e+24,-2.1251878814239476e-23
AT2017ns,0.028019,-0.00047100000000000267,3.801479774387974e+24,-3.7144021827850943e-23
AT2017oz,0.056413,0.00027299999999999547,7.35940371118306e+24,1.1120920151402039e-23
AT2017po,0.032009,-0.0005409999999999998,4.2061287026079555e+24,-3.855985663906042e-23
AT2017wb,0.030925,-0.0002449999999999987,4.050850292856656e+24,-1.8131786390507e-23
AT2017ya,0.068706,-0.00044399999999999995,9.245342592511392e+24,-1.4397287068606375e-23
AT2017yk,0.047636,0.0007259999999999975,6.136999208885599e+24,3.5465105518161144e-23
AT2017zd,0.030482,0.0007919999999999941,3.894514668400668e+24,6.096667927906514e-23
ATLAS16agv,0.047774,-0.0004159999999999997,6.31553634214007e+24,-1.9747121348325527e-23
ATLAS16ahj,0.07359,-0.0002899999999999986,9.649198609702855e+24,-9.010055273665558e-24
ATLAS16bdg,0.014823,0.000952999999999999,1.8086300560478974e+24,1.5796608682833563e-22
ATLAS16bwu,0.070742,-0.00016800000000000148,9.488898430104281e+24,-5.30779555867234e-24
ATLAS16cpu,0.018514,-0.0001360000000000007,2.4045026939786273e+24,-1.6956426952692204e-23
ATLAS16cxr,0.015179,-0.00024100000000000163,2.0509965270980106e+24,-3.522676973043353e-23
ATLAS16dod,0.01632,0.00038000000000000186,2.2138075916202236e+24,5.145936551632514e-23
ATLAS16dpb,0.022381,0.00023100000000000204,3.0504608785440316e+24,2.2702162248694117e-23
ATLAS16dqf,0.020194,-0.0001460000000000003,2.7976544122851083e+24,-1.5645141399809006e-23
ATLAS16dtf,0.013526,-0.00017400000000000054,1.7288103458438253e+24,-3.017328524057344e-23
ATLAS16eej,0.048268,0.000557999999999996,6.524600549992459e+24,2.5638993572440561e-23
ATLAS17ajn,0.029876,9.600000000000233e-05,3.7935506641028016e+24,7.586580097726826e-24
ATLAS17ajs,0.033704,-0.0008060000000000012,4.315418272705253e+24,-5.599288548141718e-23
ATLAS17axb,0.032641,0.0012110000000000037,4.1828699791047816e+24,8.67941553171827e-23
ATLAS17bas,0.023314,-0.0002559999999999993,2.9364138422756307e+24,-2.6136257820022845e-23
ATLAS17dzg,0.052784,-0.0008160000000000112,6.894229241119594e+24,-3.5483393019329937e-23
CSS151120-0,0.071833,3.299999999999137e-05,9.504360195160366e+24,1.0409065850676638e-24
CSS160129,0.068408,-3.200000000000425e-05,8.941393364913104e+24,-1.0729154019379736e-24
CSS160428,0.030809,-0.0006710000000000015,4.0028791756313617e+24,-5.025401229760375e-23
CSS161013,0.077993,-0.0004169999999999868,1.0439995208810748e+25,-1.1974474363790127e-23
Gaia16acv,0.078332,-0.00025799999999999434,1.0270840856060397e+25,-7.530683733489977e-24
Gaia16agf,0.025533,0.00044299999999999895,3.31251797346899e+24,4.009278136985268e-23
Gaia16aki,0.073984,5.3999999999998494e-05,9.730604141963962e+24,1.6636986250611266e-24
Gaia16bba,0.029344,-0.0005560000000000009,4.025080684429845e+24,-4.1411494505634053e-23
Gaia17bci,0.018884,-7.599999999999968e-05,2.456702670022681e+24,-9.274311900263273e-24
iPTF16auf,0.015659,0.00022900000000000004,1.9846563043787318e+24,3.4591618070359386e-23
iPTF17dz,0.092836,-9.399999999999686e-05,1.2157969103931503e+25,-2.317861709558579e-24
iPTF17fs,0.10831,-0.00032000000000000084,1.4272398513310896e+25,-6.721616305103135e-24
MASTERJ0134,0.043906,0.00021600000000000785,5.926481330814263e+24,1.0926411020872208e-23
MASTERJ2222,0.022834,-7.600000000000315e-05,3.1641114592981737e+24,-7.200829395894503e-24
MASTEROTJ08,0.031565,0.0003850000000000034,4.041731816028708e+24,2.8557089283427405e-23
MASTEROTJ15,0.056904,8.400000000000074e-05,7.45812113423346e+24,3.3765295600268456e-24
PS15adh,0.103868,0.0002380000000000021,1.3579526426224885e+25,5.254277856568532e-24
PS15ahs,0.025217,-0.00012300000000000505,3.371589845093527e+24,-1.0936820321624448e-23
PS15aii,0.047682,-8.79999999999978e-05,6.151535911075082e+24,-4.288642167641788e-24
PS15akf,0.059493,-0.0006169999999999995,7.747797963318436e+24,-2.387413139342821e-23
PS15asb,0.049516,-0.00037399999999999933,6.42654388613249e+24,-1.7446761630919994e-23
PS15atx,0.07301,0.0004900000000000043,9.499206273475006e+24,1.5464271454994193e-23
PS15bbn,0.036015,-0.00022500000000000298,4.902833192998465e+24,-1.375802528756805e-23
PS15bdr,0.070939,-0.00022099999999999898,9.377494430597604e+24,-7.065227679775597e-24
PS15bif,0.078547,9.699999999999986e-05,1.0488891388902645e+25,2.7724444221785685e-24
PS15bjg,0.067584,-0.00027600000000001235,9.103675822082974e+24,-9.088935065909638e-24
PS15brr,0.050628,0.00013799999999999923,6.845993820218127e+24,6.043148780213417e-24
PS15bsq,0.033087,-0.0006229999999999986,4.533336653709417e+24,-4.1199389235999904e-23
PS15bst,0.087247,-0.00014299999999999036,1.1695305518791676e+25,-3.66560081950098e-24
PS15bwh,0.071486,-9.400000000001074e-05,9.603606225563112e+24,-2.9343655279192628e-24
PS15bzz,0.079007,-0.0003029999999999977,1.0603863488037652e+25,-8.566416841981582e-24
PS15cfn,0.109424,-1.6000000000002124e-05,1.461202873719246e+25,-3.282692235467274e-25
PS15cge,0.083868,-0.00027200000000000835,1.1258147238402487e+25,-7.24307000514708e-24
PS15cku,0.022219,-0.0010310000000000007,3.075569727780412e+24,-1.0049716038174901e-22
PS15cms,0.066027,-0.00024299999999999322,8.562117589605675e+24,-8.508358654456767e-24
PS15coh,0.017961,-0.0004289999999999988,2.4893441740299754e+24,-5.166459737618065e-23
PS15cwx,0.030065,-0.0007949999999999971,3.9731450120619637e+24,-5.998648511102522e-23
PS15cze,0.038913,-0.0014369999999999938,5.202950017292254e+24,-8.279951964062846e-23
PS15dpl,0.026416,-0.0008839999999999994,3.491715865913893e+24,-7.589865357003684e-23
PS15mt,0.071926,-3.9999999999901226e-06,9.36295772840812e+24,-1.2807596347024416e-25
PS15zn,0.055898,-0.00019199999999999773,7.23174503559178e+24,-7.959372413257254e-24
PS16aer,0.056678,-0.0002520000000000022,7.330066003127921e+24,-1.0306551043846343e-23
PS16amf,0.090235,-0.00033500000000000196,1.189366542775908e+25,-8.44403048328584e-24
PS16axi,0.040565,-0.00032500000000000584,5.193435084950046e+24,-1.8760713719586028e-23
PS16ayd,0.054848,0.00015799999999999842,7.135802801141189e+24,6.637964877115767e-24
PS16bby,0.054298,-0.00038199999999999346,7.060476253432048e+24,-1.621997084124889e-23
PS16bnz,0.063976,-0.0004839999999999983,8.285920248005494e+24,-1.7511579321189632e-23
PS16ccn,0.023947,-0.000623000000000002,3.2126111838758134e+24,-5.813672761627925e-23
PS16cqa,0.044326,-0.0008840000000000028,5.795783162947e+24,-4.5725750156816953e-23
PS16cvc,0.028443,-0.0007069999999999958,3.9037652970667023e+24,-5.429457246450264e-23
PS16dnp,0.049983,-0.0002469999999999972,6.775821194194348e+24,-1.0928378273831301e-23
PS16drf,0.056299,0.0004289999999999988,7.597409171576328e+24,1.6928266146723165e-23
PS16ejh,0.049638,0.0005780000000000021,6.7024769240565e+24,2.585313499581993e-23
PS16el,0.04896,-0.0004400000000000029,6.317650771549451e+24,-2.0879387970292838e-23
PS16em,0.07113,0.0002999999999999947,9.226180575988892e+24,9.748100707465137e-24
PS16eqv,0.084568,-1.1999999999998123e-05,1.1268719385449385e+25,-3.1924741161313178e-25
PS16evk,0.0532,0.0005799999999999972,7.198046316879796e+24,2.4156502748842044e-23
PS16ez,0.092904,0.0001239999999999991,1.2122155955810142e+25,3.066638057414377e-24
PS16fa,0.047342,-0.0002580000000000013,6.093521254155235e+24,-1.2693227928146969e-23
PS16fbb,0.051386,0.0003259999999999999,6.937971499526129e+24,1.408658731369467e-23
PS16n,0.052676,-0.0004139999999999977,6.968102118609786e+24,-1.7811747804402363e-23
PS17akj,0.047802,3.199999999999731e-05,6.185763237139412e+24,1.5508771170549381e-24
PS17bii,0.074672,0.00021200000000000385,9.698755548985184e+24,6.5530057722355166e-24
PS17cjo,0.057157,-0.0006429999999999977,7.400502932827872e+24,-2.6047763543056876e-23
PS17ckg,0.0509,-1.9999999999999185e-05,6.6075919043106e+24,-9.074182011888837e-25
PS17tn,0.045492,-0.0004080000000000056,5.907715769806021e+24,-2.0704334404364527e-23
PS17yt,0.070464,-0.00026600000000000235,9.219308680408408e+24,-8.649758522291724e-24
PSNJ0107203,0.016005,-0.0008150000000000032,2.2472420066560347e+24,-1.0872476241825543e-22
PSNJ0153424,0.024744,-0.0008160000000000008,3.389298191397079e+24,-7.217737475827192e-23
PSNJ0252467,0.027485,-0.0006749999999999985,3.71161652448935e+24,-5.45206941004878e-23
PSNJ0309425,0.01954,-0.001630000000000003,2.6584985267803267e+24,-1.838111631875955e-22
PSNJ0717457,0.008123,-0.0004869999999999996,1.0029002992362628e+24,-1.4557671102220452e-22
PSNJ0859349,0.028744,-0.0006360000000000046,3.7161096869842815e+24,-5.130849715115201e-23
PSNJ1204051,0.04502,-0.0004299999999999998,5.794990251918483e+24,-2.2245206865934397e-23
PSNJ1300323,0.024067,-7.300000000000015e-05,3.0601079627243254e+24,-7.151659255354047e-24
PSNJ1602512,0.020391,-0.00012900000000000064,2.676603328598138e+24,-1.444862100737772e-23
PSNJ1628383,0.029912,0.0009820000000000037,3.94222148194979e+24,7.467774073677747e-23
PSNJ2043531,0.014493,-0.0004269999999999968,2.0479570348220277e+24,-6.250686776596539e-23
PSNJ2310226,0.037869,-0.00015099999999999836,5.173744461075199e+24,-8.749690190263445e-24
PSNJ2352371,0.025248,-0.0007120000000000008,3.499644976199066e+24,-6.09925382567888e-23
PTSS-16efw,0.035416,-0.00026400000000000035,4.70103733624082e+24,-1.6835690348991888e-23
PTSS17-niq,0.069094,0.0001239999999999991,9.023327504526555e+24,4.119795582433559e-24
SN2016ajf,0.019776,-0.0015640000000000029,2.6845324388833105e+24,-1.7465812575803322e-22
SN2016aqa,0.055888,-0.0003219999999999959,7.214036689288227e+24,-1.3381297550002234e-23
SN2016aqb,0.064195,0.0003550000000000081,8.311557704594218e+24,1.2804618144102544e-23
SN2016aqt,0.051238,0.00018800000000000067,6.66203846160212e+24,8.460020522073995e-24
SN2016ayg,0.043283,-0.00020699999999999885,5.64156196790039e+24,-1.0999974680610538e-23
SN2016blh,0.024695,0.0008850000000000004,3.145213746451846e+24,8.435557857691124e-23
SN2016blm,0.031095,4.499999999999643e-05,4.049396622637708e+24,3.331523648382791e-24
2016coj,0.004887,-0.0008130000000000004,5.9772276366393694e+23,-4.0776641475049347e-22
SN2016cuv,0.083322,-0.00019800000000000373,1.0995032928772837e+25,-5.3987020383236084e-24
SN2016esh,0.044881,-0.0009490000000000054,5.890403879016728e+24,-4.8299411803574505e-23
SN2016gfr,0.016297,-0.00041300000000000017,2.206010633173137e+24,-5.612587867534661e-23
SN2016glp,0.083656,-0.00044399999999999995,1.1223655608661986e+25,-1.1859580870360318e-23
SN2016glz,0.039746,-0.0010239999999999971,5.417432450506175e+24,-5.666659986933772e-23
SN2016gmb,0.057083,-0.001216999999999989,7.700355453445486e+24,-4.738059477796541e-23
SN2016grz,0.086556,-0.0004840000000000122,1.1560642795781826e+25,-1.2551166248726815e-23
SN2016hhv,0.060675,-0.0005350000000000008,8.185484851059971e+24,-1.9594314563935793e-23
SN2016hpx,0.033699,0.0008789999999999978,4.4105675961273257e+24,5.974686133670857e-23
SN2016ixf,0.067228,0.00011799999999999311,8.724664350451715e+24,4.054655700556135e-24
SN2017cii,0.033366,0.00047599999999999726,4.3924627943095144e+24,3.2487744732378886e-23
SN2017ciy,0.037625,-0.0007150000000000004,4.976177463136313e+24,-4.307555529478679e-23
SN2017cjv,0.060789,-0.0001310000000000061,7.866734617596027e+24,-4.992263487592148e-24
SN2017ckx,0.027786,-0.000784,3.5889796187453453e+24,-6.548861014545565e-23
SN2017cne,0.034403,0.0009430000000000063,4.462899724009466e+24,6.334542682487621e-23
SN2017coa,0.04045,-0.0005000000000000004,5.28607352344848e+24,-2.83568187871538e-23
SN2017cpu,0.055292,0.0002720000000000014,7.189588599242278e+24,1.1341893552100383e-23
SN2017dez,0.024717,0.00031699999999999784,3.261507363967712e+24,2.9138124977399305e-23
SN2017dfu,0.045942,0.00042199999999999876,5.94683271387954e+24,2.1273915605651302e-23
SN2017dgi,0.05552,0.000669999999999997,7.170690886395949e+24,2.801137994123653e-23
SN2017drh,0.005423,-0.0007369999999999998,7.339713087308214e+23,-3.010295346940198e-22
SN2017hn,0.024923,-0.0006469999999999983,3.1518213383561566e+24,-6.154083607643922e-23
SN2017jl,0.015293,4.300000000000137e-05,2.1581716677859278e+24,5.9731465695800685e-24
SN2017lc,0.061194,3.400000000000625e-05,7.929110285172719e+24,1.2855091183512075e-24
SN2017mf,0.026182,0.0002020000000000008,3.384672877064062e+24,1.7891855052335105e-23
SN2017ms,0.025378,-0.0005319999999999978,3.2354734518647286e+24,-4.929404924156596e-23
SN2017mu,0.082674,-6.0000000000060005e-06,1.0785836569082365e+25,-1.6677007263005775e-25
SN2017nw,0.07827,0.0002400000000000041,1.0170405459114876e+25,7.074466225485469e-24
Anguta,0.670665,-8.500000000000174e-05,8.854173151776205e+25,-2.878005488845516e-25
Aphrodite,1.299122,1.2000000000123023e-05,1.717973895120756e+26,2.0940420027651313e-26
Borg,1.340933,-7.700000000010476e-05,1.770834630355241e+26,-1.3035671920082454e-25
Eagle,1.019804,-7.599999999996498e-05,1.3466272300985002e+26,-1.691947578271006e-25
Elvis,0.839731,-7.899999999994023e-05,1.1087539215433185e+26,-2.1360559563131856e-25
Ferguson,1.020805,-7.500000000004725e-05,1.3479487484793625e+26,-1.6680481639512727e-25
Frodo,0.734335,1.4999999999987246e-05,9.713160099336583e+25,4.6296846999395366e-26
Gabi,1.120847,-7.299999999998974e-05,1.4801005865655746e+26,-1.4786055510442387e-25
Greenburg,1.13918,1.0000000000065512e-05,1.5065309541828168e+26,1.989952195602775e-26
Hawk,0.490596,-0.0001040000000000485,6.475440066224388e+25,-4.814872087943457e-25
Inanna,1.306122,1.1999999999900979e-05,1.7272245237867908e+26,2.0828267815947197e-26
Koekemoer,1.230886,-7.400000000012952e-05,1.6254676084604078e+26,-1.3648159936605214e-25
Lancaster,1.235891,-7.899999999994023e-05,1.6320752003647183e+26,-1.451134370321265e-25
Manipogo,0.854738,-8.20000000000265e-05,1.1285766972562505e+26,-2.1782287030888625e-25
Mcenroe,0.899756,-8.399999999997299e-05,1.1880450243950458e+26,-2.1196643186831154e-25
Mcguire,1.356096,1.6000000000016e-05,1.793300442829897e+26,2.674777306381218e-26
Nanna,1.141847,-7.299999999998974e-05,1.507852472563679e+26,-1.451391951945265e-25
Ombo,0.974244,1.3999999999847468e-05,1.288480421340567e+26,3.257398670899097e-26
Patuxent,0.97078,-8.000000000008001e-05,1.2818728294362563e+26,-1.8709653632779963e-25
Qiqirn,0.640658,-9.200000000009201e-05,8.457717637517567e+25,-3.2610341605259456e-25
Rakke,0.738333,1.3000000000040757e-05,9.766020834571066e+25,3.9906754450246795e-26
Ramone,0.954779,-8.099999999999774e-05,1.2607285353424624e+26,-1.926123540259448e-25
Sasquatch,1.390956,-7.399999999990747e-05,1.8369105493983466e+26,-1.2077148720844636e-25
SCP05D0,1.012359,-6.100000000008876e-05,1.3400196381941898e+26,-1.3647068607644157e-25
SCP05D6,1.313114,-5.6000000000056005e-05,1.7377966708336875e+26,-9.660726096317563e-26
SCP06C0,1.094404,6.399999999984196e-05,1.4430980719014352e+26,1.3295504779292011e-25
SCP06G4,1.351337,-2.2999999999884224e-05,1.7840498141638623e+26,-3.864929375414836e-26
SCP06H5,1.232234,-1.6000000000016e-05,1.62678912684127e+26,-2.948556299560774e-26
SCP06K0,1.416311,-1.8999999999991246e-05,1.8699485089198996e+26,-3.046103502222889e-26
SCP06R12,1.210219,-5.100000000002325e-05,1.6016802776048893e+26,-9.545859789739286e-26
SCP06U4,1.04819,1.999999999990898e-05,1.3875942999052261e+26,4.321039053260909e-26
Spock,0.839732,-7.799999999991147e-05,1.1087539215433185e+26,-2.1090172733210815e-25
Strolger,1.02781,-8.000000000008001e-05,1.357199377145397e+26,-1.7671240529500063e-25
Thames,0.954779,-8.099999999999774e-05,1.2607285353424624e+26,-1.926123540259448e-25
Thoth,1.304117,6.999999999868223e-06,1.7245814870250665e+26,1.2168443310733463e-26
Vilas,0.935771,-7.899999999994023e-05,1.2356196861060822e+26,-1.916738981119532e-25
